phone_number,parcels_sent,parcels_received,avg_parcel_value,intl_shipments,delivery_delay,lost_parcels,pickup_usage,home_delivery_ratio,business_client,visa_card,preferred_delivery_method,money_transfers_frequency,ecommerce_shipper,utility_payments_at_branch,international_destination,shipment_cancelled_lastmin,marketing_consent
+9940554749993,5,4,72.83,0,1,0,0,0.901,0,1,home,2,0,0,Germany,0,1
+9940774552046,3,5,107.29,0,0,0,0,0.586,0,1,branch,0,0,3,Turkey,0,1
+9940513893910,3,8,83.46,0,0,0,0,0.477,0,1,branch,1,0,1,UAE,0,1
+9940773117003,4,7,83.17,1,0,0,0,0.349,0,1,branch,1,0,4,Turkey,0,0
+9940517739386,8,5,31.25,2,0,1,1,0.346,1,0,branch,1,0,3,UK,1,1
+9940557430060,5,7,92.31,0,6,1,0,0.149,0,1,branch,2,0,2,UAE,0,0
+9940558212504,5,5,105.4,0,1,0,1,0.771,0,0,home,0,0,2,None,0,0
+9940772506517,7,6,71.8,1,0,0,0,0.688,0,1,home,1,0,2,Russia,0,1
+9940555421316,3,3,78.74,0,2,0,1,0.066,0,1,branch,1,0,4,Russia,1,1
+9940512997630,3,4,66.24,3,1,0,1,0.657,0,1,home,0,0,2,Turkey,0,0
+9940509037278,6,3,51.78,0,2,0,1,0.668,0,0,home,0,0,0,Turkey,0,1
+9940513406700,5,7,98.98,3,0,0,1,0.139,0,0,branch,1,0,3,Turkey,1,0
+9940772295178,5,3,106.77,2,2,0,1,0.793,0,0,home,0,0,2,None,0,0
+9940506128777,3,7,120.53,1,1,0,0,0.731,0,1,home,0,0,0,Turkey,0,1
+9940778911618,7,4,49.08,0,1,0,1,0.335,0,1,branch,0,0,3,Russia,0,0
+9940559241578,5,2,150.02,0,1,0,1,0.388,0,0,branch,0,0,4,UAE,0,1
+9940501864856,7,3,151.11,0,1,0,1,0.612,0,1,home,0,0,2,Russia,0,1
+9940513933041,7,12,123.8,1,0,0,0,0.509,0,1,branch,2,0,2,Turkey,0,1
+9940552381729,9,6,99.44,1,1,0,0,0.329,1,1,branch,0,0,2,Russia,1,1
+9940513770791,3,6,132.6,1,1,0,0,0.687,0,1,home,0,0,3,UAE,0,1
+9940505804559,7,6,60.66,1,0,0,0,0.814,0,1,home,3,0,2,None,0,1
+9940703525145,7,7,139.41,2,0,0,0,0.167,0,0,branch,3,0,1,Turkey,0,1
+9940701607666,3,2,117.28,1,1,0,0,0.86,0,1,home,0,0,0,UAE,1,0
+9940505590267,8,3,126.65,1,2,0,1,0.79,1,0,home,0,0,0,Turkey,0,1
+9940511475263,4,5,85.15,1,0,0,1,0.195,0,1,branch,1,0,2,Russia,0,1
+9940513040263,4,4,117.6,0,2,0,0,0.116,0,0,branch,1,0,3,Russia,0,1
+9940701004668,7,5,53.76,0,0,0,1,0.253,0,0,branch,2,0,1,UK,0,1
+9940701781394,3,10,138.66,2,1,0,0,0.912,0,1,home,0,0,3,Turkey,0,1
+9940704926849,3,3,31.2,0,1,0,1,0.103,0,1,branch,0,0,2,Turkey,0,1
+9940778656421,8,4,105.47,1,0,0,1,0.808,1,1,home,1,0,0,None,0,1
+9940707971614,4,8,156.63,1,0,0,0,0.785,0,1,home,0,0,1,Turkey,0,1
+9940511889475,7,5,53.13,1,0,0,1,0.642,0,0,home,0,0,0,Turkey,0,1
+9940501313545,4,7,167.22,0,1,0,0,0.119,0,0,branch,0,0,1,Germany,0,0
+9940704042785,4,4,106.74,5,1,0,0,0.682,0,0,home,1,0,3,None,0,1
+9940776870317,5,10,115.06,1,0,0,1,0.213,0,1,branch,0,0,3,UAE,0,1
+9940777720592,6,7,149.87,0,3,0,1,0.559,0,0,branch,0,0,1,Russia,0,1
+9940518408145,7,4,33.36,1,1,0,1,0.907,0,0,home,1,0,2,Russia,0,0
+9940514079842,2,7,117.23,0,1,0,0,0.101,0,0,branch,1,0,0,UAE,0,0
+9940502512007,1,6,71.25,3,1,0,1,0.756,0,0,home,1,0,4,Turkey,0,1
+9940501237131,6,2,118.35,0,2,0,1,0.986,0,1,home,1,0,0,UK,0,0
+9940552321773,2,4,35.38,0,2,0,1,0.575,0,1,branch,0,0,4,UAE,0,0
+9940551586455,7,2,83.7,1,2,1,0,0.845,0,0,home,0,0,1,Turkey,1,0
+9940518747207,6,5,100.72,1,0,0,0,0.337,0,0,branch,0,0,0,None,0,1
+9940513415719,4,3,75.27,0,1,0,0,0.204,0,0,branch,1,0,2,UAE,1,1
+9940778408120,5,8,100.85,1,1,0,0,0.485,0,0,branch,0,0,0,UAE,0,0
+9940555978429,7,6,92.68,1,1,0,0,0.798,0,1,home,0,0,1,Russia,0,0
+9940775850475,6,7,107.85,2,3,0,0,0.652,0,1,home,0,0,1,Turkey,1,0
+9940775093139,0,6,144.35,1,1,0,0,0.624,0,1,home,0,0,2,UAE,0,1
+9940518372798,3,5,109.08,1,0,0,0,0.209,0,1,branch,0,0,2,Turkey,0,1
+9940511391041,3,4,151.27,1,2,0,1,0.755,0,0,home,2,0,3,None,0,0
+9940771834804,6,2,112.94,0,0,0,1,0.446,0,1,branch,0,0,1,Turkey,0,1
+9940704810491,3,6,107.58,3,2,0,1,0.488,0,0,branch,2,0,1,None,0,1
+9940514550333,6,8,101.69,2,0,0,0,0.628,0,0,home,0,0,0,Turkey,0,0
+9940705910371,3,7,104.83,0,1,0,1,0.426,0,1,branch,0,0,4,Turkey,0,0
+9940557640177,9,5,70.4,0,1,0,1,0.218,1,0,branch,1,0,2,UK,0,0
+9940776287905,5,4,46.74,3,0,0,0,0.771,0,0,home,0,0,2,Turkey,0,0
+9940513317067,0,5,130.67,2,1,0,0,0.427,0,0,branch,1,0,2,UAE,0,0
+9940773945623,3,6,146.44,1,4,0,0,0.673,0,1,home,3,0,2,Turkey,0,0
+9940777770959,5,5,129.32,0,1,0,0,0.947,0,0,home,1,0,3,Germany,0,0
+9940502813209,6,8,9.55,3,0,0,1,0.713,0,0,home,0,0,3,Russia,2,1
+9940505537606,7,4,76.07,0,2,0,1,0.465,0,0,branch,0,0,1,Russia,0,0
+9940555849122,3,5,82.23,3,0,0,0,0.593,0,1,branch,0,0,0,UAE,0,1
+9940507752393,3,8,92.48,1,2,1,0,0.316,0,0,branch,3,0,0,UAE,0,0
+9940517429189,4,4,137.25,0,1,0,1,0.624,0,0,home,2,0,4,Turkey,0,0
+9940555182116,0,4,69.1,1,1,0,0,0.406,0,1,branch,6,0,3,Turkey,0,1
+9940773782480,6,5,43.85,2,1,0,0,0.629,0,1,home,2,0,4,None,0,0
+9940774311138,7,7,148.1,0,2,0,1,0.596,0,1,branch,0,0,3,UAE,0,1
+9940504704311,7,4,147.13,0,1,0,1,0.487,0,1,branch,0,0,2,UK,1,1
+9940772972702,6,9,81.43,0,3,0,0,0.968,0,0,home,1,0,0,None,1,0
+9940506628666,4,7,148.14,0,0,0,1,0.837,0,0,home,0,0,4,UK,0,1
+9940702875413,5,5,131.29,1,1,0,1,0.34,0,1,branch,1,0,1,UK,0,0
+9940776838093,3,1,47.51,0,1,0,0,0.225,0,1,branch,2,0,0,Russia,0,1
+9940777763416,9,10,84.83,0,1,0,1,0.927,1,0,home,2,0,1,Russia,0,1
+9940519656545,5,3,110.87,1,1,0,0,0.147,0,0,branch,1,0,2,Russia,0,1
+9940772070193,5,8,134.76,0,1,0,0,0.272,0,1,branch,1,0,4,Turkey,0,1
+9940507837580,4,10,97.02,1,0,0,1,0.995,0,0,home,0,0,2,Russia,0,0
+9940551773841,6,4,74.27,2,2,0,0,0.475,0,0,branch,3,0,2,UAE,1,1
+9940554035227,7,4,53.1,0,0,0,1,0.904,0,0,home,1,0,0,Turkey,0,0
+9940512586622,5,4,127.38,2,1,1,1,0.579,0,0,branch,0,0,0,Russia,0,0
+9940502460557,7,3,80.52,2,0,1,1,0.582,0,0,branch,1,0,3,None,0,1
+9940702578118,6,6,145.0,0,2,0,1,0.125,0,0,branch,0,0,2,Russia,0,1
+9940511395443,4,7,141.42,0,0,0,1,0.029,0,0,branch,2,0,3,Germany,0,1
+9940708407967,2,10,124.94,0,1,1,0,0.217,0,0,branch,0,0,0,Turkey,1,1
+9940551550156,9,0,130.36,0,2,0,1,0.681,1,0,home,0,0,0,Russia,0,1
+9940514586559,5,2,100.27,1,1,1,0,0.955,0,0,home,2,0,3,Russia,0,1
+9940777292462,5,9,150.41,1,1,0,1,0.861,0,0,home,0,0,4,Turkey,0,1
+9940509913495,4,4,96.25,0,1,0,1,0.166,0,0,branch,0,0,4,UAE,1,1
+9940708683348,1,6,185.59,0,1,1,0,0.519,0,1,branch,1,0,3,Turkey,0,0
+9940702234901,4,5,187.94,0,2,0,0,0.77,0,1,home,0,0,2,Germany,1,1
+9940519889647,10,1,26.85,1,0,0,0,0.461,1,1,branch,0,0,0,Russia,0,1
+9940516881857,13,7,63.54,1,0,0,0,0.198,1,0,branch,0,1,2,None,0,0
+9940502616113,6,4,92.4,1,0,1,0,0.562,0,1,branch,1,0,2,UK,0,1
+9940775038565,8,4,155.03,0,3,0,0,0.965,1,1,home,0,0,0,UK,1,1
+9940779260938,7,3,54.38,2,3,0,1,0.355,0,1,branch,0,0,4,Russia,0,1
+9940514536263,3,5,137.39,2,1,0,1,0.63,0,0,home,0,0,3,Turkey,0,1
+9940502652739,9,3,69.04,4,1,0,0,0.637,1,0,home,0,0,2,UAE,0,1
+9940508875756,5,3,100.75,2,0,0,0,0.368,0,1,branch,0,0,0,Germany,0,0
+9940509576780,2,5,109.75,2,4,0,1,0.618,0,0,home,1,0,1,UK,0,0
+9940779780359,3,8,62.22,1,1,0,0,0.83,0,0,home,2,0,2,None,0,1
+9940779601390,2,5,104.53,1,0,0,0,0.296,0,0,branch,0,0,4,Germany,0,1
+9940508855729,4,4,70.57,1,1,0,0,0.482,0,1,branch,0,0,2,UAE,1,1
+9940705090404,8,6,46.65,1,2,0,1,0.106,1,1,branch,1,0,1,Turkey,0,1
+9940502730705,10,4,46.22,0,2,0,0,0.707,1,1,home,1,0,1,Turkey,0,0
+9940516554408,2,8,127.61,1,1,0,1,0.281,0,0,branch,2,0,0,None,1,1
+9940552987181,3,5,96.81,0,2,0,1,0.562,0,0,branch,0,0,4,Germany,0,0
+9940705258398,6,3,99.85,0,1,0,0,0.431,0,1,branch,1,0,3,Turkey,1,1
+9940776904664,6,7,65.82,0,0,0,1,0.741,0,0,home,1,0,0,Russia,0,1
+9940509519217,9,4,92.05,0,1,1,1,0.281,1,0,branch,1,0,3,None,0,0
+9940503601751,7,9,91.16,0,2,0,1,0.938,0,1,home,1,0,1,Russia,0,1
+9940513267224,6,5,44.86,2,1,0,0,0.702,0,0,home,0,0,1,Turkey,0,1
+9940517612525,5,3,164.78,1,1,0,1,0.665,0,0,home,0,0,4,UAE,0,1
+9940771058139,5,2,135.45,2,0,0,0,0.436,0,1,branch,1,0,3,Turkey,1,0
+9940706097785,6,6,86.46,3,0,0,1,0.105,0,1,branch,0,0,4,Turkey,0,0
+9940517713244,1,2,117.46,3,3,0,1,0.174,0,0,branch,0,0,3,UK,0,0
+9940775958178,4,6,168.17,0,2,0,0,0.277,0,0,branch,1,0,4,Turkey,0,1
+9940554455594,8,8,146.82,0,2,0,1,0.062,1,1,branch,1,0,0,None,0,0
+9940558456921,6,1,142.78,1,0,0,1,0.643,0,0,home,0,0,3,Turkey,0,1
+9940554339310,4,8,48.56,1,0,0,1,0.041,0,1,branch,2,0,2,None,0,1
+9940507394794,5,2,64.16,5,0,1,1,0.445,0,0,branch,2,0,0,Russia,1,0
+9940775177274,5,4,54.29,0,1,0,1,0.836,0,0,home,0,0,2,UAE,0,1
+9940501239199,4,3,120.35,3,2,0,1,0.131,0,0,branch,1,0,0,Russia,0,0
+9940505774648,6,5,171.11,0,1,0,1,0.893,0,1,home,1,0,2,None,1,0
+9940511445132,3,7,88.84,0,2,0,0,0.398,0,1,branch,2,0,1,Turkey,0,0
+9940519378624,4,6,76.3,1,2,0,1,0.651,0,0,home,3,0,4,Russia,1,1
+9940506414025,7,3,75.84,1,0,0,1,0.607,0,1,home,0,0,3,None,0,1
+9940504348290,2,7,50.32,1,0,0,0,0.385,0,0,branch,1,0,3,None,0,1
+9940705375728,3,6,193.55,1,0,0,1,0.435,0,1,branch,1,0,4,UK,0,0
+9940776572617,7,7,72.53,2,3,0,0,0.162,0,0,branch,1,0,2,Russia,0,0
+9940503341661,7,8,134.82,0,0,0,1,0.978,0,0,home,0,0,4,Turkey,0,0
+9940513595544,2,0,161.02,1,3,0,0,0.25,0,0,branch,0,0,2,None,0,1
+9940554767904,3,3,170.37,0,0,0,1,0.404,0,0,branch,0,0,4,UK,0,0
+9940773327149,9,3,57.06,0,1,0,0,0.13,1,1,branch,0,0,3,Russia,0,0
+9940707821192,8,8,77.35,0,0,1,0,0.075,1,0,branch,0,0,1,UK,0,1
+9940701934338,8,7,95.78,0,0,0,0,0.023,1,1,branch,3,0,0,None,1,0
+9940558439502,5,8,155.31,1,1,0,0,0.412,0,0,branch,2,0,1,Russia,0,1
+9940554136747,5,2,105.7,2,0,1,0,0.033,0,1,branch,0,0,4,UK,0,1
+9940506051007,8,3,48.95,1,0,0,1,0.478,1,1,branch,0,0,2,None,0,1
+9940772419800,7,3,84.89,2,0,0,0,0.669,0,0,home,1,0,2,UAE,0,0
+9940774468324,6,2,32.15,2,2,0,1,0.265,0,0,branch,1,0,2,UK,0,1
+9940507791372,7,0,120.87,3,1,0,1,0.072,0,0,branch,0,0,1,Turkey,0,0
+9940703436270,8,5,127.0,1,2,0,0,0.567,1,0,branch,2,0,3,UAE,0,1
+9940502190482,5,5,87.61,1,0,0,0,0.747,0,1,home,0,0,1,UK,0,1
+9940705697265,2,4,118.78,2,2,0,0,0.562,0,0,branch,0,0,0,UAE,0,1
+9940772462418,3,4,58.78,1,2,1,1,0.044,0,0,branch,0,0,3,Russia,0,1
+9940503832746,3,8,136.37,2,0,0,1,0.831,0,0,home,1,0,2,UK,0,1
+9940555054146,5,4,84.44,1,0,0,0,0.395,0,1,branch,0,0,4,UK,0,1
+9940506076855,8,5,81.28,1,1,0,0,0.072,1,0,branch,1,0,0,None,2,1
+9940556754388,6,7,89.59,1,1,0,1,0.81,0,1,home,0,0,0,None,0,1
+9940777089870,6,2,128.55,0,0,0,1,0.889,0,0,home,0,0,0,Russia,0,1
+9940508598582,6,7,84.04,1,0,0,1,0.665,0,0,home,0,0,3,UAE,0,0
+9940511594712,1,4,91.14,0,2,0,1,0.977,0,0,home,0,0,2,Turkey,0,1
+9940774260913,5,8,135.73,1,1,0,1,0.446,0,0,branch,1,0,0,UAE,1,1
+9940511009607,7,5,99.15,0,1,0,1,0.926,0,1,home,1,0,2,Turkey,1,1
+9940501084984,8,7,79.48,0,1,0,0,0.204,1,1,branch,1,0,0,Turkey,0,0
+9940552910494,5,6,151.13,3,2,0,0,0.65,0,1,home,1,0,3,UK,0,1
+9940556383288,2,3,54.76,0,2,0,0,0.345,0,1,branch,1,0,0,None,0,0
+9940709050602,9,2,72.82,2,2,0,1,0.006,1,1,branch,0,0,1,UK,0,1
+9940517961870,6,6,149.55,1,2,0,0,0.435,0,1,branch,1,0,4,Russia,1,1
+9940776816616,3,6,144.95,1,2,0,0,0.46,0,0,branch,3,0,4,Russia,0,0
+9940558003473,3,4,53.8,3,0,0,1,0.002,0,1,branch,1,0,4,Turkey,0,1
+9940512547642,8,7,71.61,0,1,0,1,0.836,1,0,home,0,0,0,Russia,0,0
+9940778558516,7,11,60.29,0,1,0,1,0.657,0,1,home,0,0,3,None,0,0
+9940779012374,7,9,139.51,2,1,0,1,0.003,0,0,branch,0,0,4,Turkey,0,0
+9940551855489,3,5,68.14,2,1,0,1,0.069,0,1,branch,0,0,2,UAE,0,1
+9940505229602,4,4,65.61,1,0,0,1,0.018,0,1,branch,0,0,3,None,0,1
+9940558470334,6,4,147.67,2,2,0,1,0.133,0,0,branch,0,0,0,Turkey,0,1
+9940555284825,3,5,53.89,0,3,1,0,0.183,0,0,branch,2,0,1,UK,0,0
+9940508564252,6,7,100.87,0,0,1,1,0.275,0,0,branch,2,0,1,None,0,0
+9940709419876,7,2,155.0,0,3,0,1,0.299,0,0,branch,2,0,3,Turkey,0,0
+9940775271978,3,6,121.03,1,2,0,0,0.476,0,1,branch,0,0,0,Turkey,0,1
+9940501535380,4,3,191.4,1,4,0,1,0.486,0,1,branch,0,0,2,UK,0,1
+9940704060473,7,7,95.6,0,0,0,0,0.933,0,0,home,3,0,3,Russia,0,1
+9940502936604,5,7,87.35,2,2,0,0,0.153,0,0,branch,2,0,3,Russia,0,1
+9940705267035,6,6,79.67,0,2,0,0,0.775,0,0,home,1,0,0,UAE,0,1
+9940556271941,6,3,131.19,1,3,0,0,0.613,0,0,home,0,0,0,Russia,0,0
+9940505175085,7,6,121.62,0,1,0,1,0.594,0,0,branch,1,0,1,Turkey,0,0
+9940772759378,5,6,116.0,0,3,0,1,0.94,0,0,home,2,0,1,None,0,0
+9940503710484,6,4,69.5,0,0,0,0,0.984,0,1,home,1,0,3,Russia,1,1
+9940557115742,4,5,119.31,2,0,0,0,0.852,0,0,home,1,0,1,UAE,0,1
+9940501242847,6,3,126.77,1,0,0,0,0.589,0,1,branch,2,0,2,Russia,0,1
+9940772926830,6,6,80.39,1,1,0,0,0.291,0,0,branch,1,0,2,Russia,0,0
+9940709031072,6,5,78.16,1,0,0,0,0.866,0,1,home,2,0,0,UAE,0,0
+9940771892412,5,5,158.71,1,0,0,0,0.162,0,0,branch,0,0,3,UAE,0,1
+9940554732712,8,8,156.51,1,2,0,1,0.334,1,1,branch,2,0,4,UAE,0,0
+9940552862866,8,10,115.17,1,2,0,0,0.9,1,0,home,1,0,0,Turkey,0,0
+9940701941857,3,3,48.01,2,0,0,0,0.016,0,0,branch,0,0,4,Turkey,0,1
+9940704804605,7,2,115.12,0,3,0,0,0.123,0,0,branch,1,0,3,None,0,1
+9940775692978,4,2,146.58,2,1,0,1,0.225,0,0,branch,0,0,3,Turkey,0,0
+9940502585244,4,7,65.55,2,2,0,1,0.968,0,0,home,0,0,3,UAE,1,1
+9940701700146,6,3,68.8,2,0,0,1,0.647,0,1,home,1,0,4,Turkey,0,1
+9940502212228,3,8,137.8,1,1,0,1,0.664,0,0,home,0,0,3,Germany,0,1
+9940516863897,6,2,100.58,1,1,0,1,0.828,0,1,home,1,0,3,Germany,0,1
+9940778742536,10,7,76.75,0,3,0,0,0.921,1,1,home,1,0,2,None,1,1
+9940512622620,2,4,91.99,1,3,0,0,0.452,0,0,branch,0,0,3,Turkey,0,0
+9940703883574,6,7,59.27,0,1,0,0,0.303,0,0,branch,1,0,0,UAE,0,1
+9940554094339,3,5,101.48,0,0,0,1,0.019,0,0,branch,0,0,0,Russia,0,0
+9940514246827,8,5,203.18,0,0,0,0,0.216,1,1,branch,2,0,2,UAE,0,1
+9940513198703,5,7,107.9,1,1,0,0,0.035,0,0,branch,0,0,4,UK,0,1
+9940551497433,7,3,126.77,1,2,0,1,0.809,0,0,home,0,0,1,Russia,0,0
+9940705726400,2,3,98.08,1,1,0,0,0.095,0,1,branch,1,0,1,UAE,0,1
+9940704216326,4,5,60.84,1,0,0,0,0.929,0,1,home,0,0,2,None,0,0
+9940774080319,5,6,86.15,1,0,0,1,0.469,0,0,branch,0,0,1,Russia,0,1
+9940773383264,6,4,99.94,2,1,0,0,0.311,0,0,branch,0,0,3,Turkey,0,1
+9940709364054,6,9,142.89,1,1,0,1,0.211,0,1,branch,0,0,4,Turkey,0,0
+9940706494364,3,8,80.35,2,0,0,1,0.906,0,1,home,1,0,0,Germany,0,1
+9940514768225,3,1,147.66,1,1,0,0,0.327,0,1,branch,0,0,4,None,0,1
+9940552848512,4,7,93.79,1,2,0,1,0.105,0,0,branch,0,0,4,Germany,1,0
+9940508210111,6,3,131.27,1,0,1,0,0.081,0,0,branch,2,0,3,UAE,0,0
+9940518995288,6,2,31.87,2,1,0,0,0.651,0,0,home,0,0,1,Russia,0,1
+9940771290869,5,1,113.25,0,1,0,1,0.713,0,0,home,0,0,1,Turkey,0,1
+9940559366998,5,5,75.32,1,2,0,0,0.049,0,1,branch,0,0,4,Turkey,0,1
+9940507294780,5,8,36.55,1,1,0,0,0.715,0,0,home,0,0,3,Turkey,0,1
+9940701898479,6,4,69.01,0,1,0,0,0.554,0,0,branch,2,0,2,Turkey,1,1
+9940777778410,5,3,100.64,1,1,0,0,0.622,0,0,home,1,0,2,None,1,1
+9940771966626,8,2,91.08,0,1,0,0,0.325,1,0,branch,0,0,3,UK,0,1
+9940511457756,6,7,31.3,0,2,0,0,0.661,0,0,home,1,0,3,UK,0,0
+9940552037937,2,6,138.19,2,0,0,0,0.191,0,0,branch,1,0,2,None,0,0
+9940555138488,6,8,101.73,0,1,0,1,0.22,0,0,branch,1,0,0,UAE,0,1
+9940516576122,2,5,61.68,0,1,0,1,0.51,0,0,branch,0,0,3,Germany,0,1
+9940514665923,7,6,74.25,0,1,0,0,0.724,0,0,home,0,0,2,Russia,1,0
+9940512097720,6,4,101.89,1,2,0,0,0.159,0,0,branch,2,0,1,Russia,0,1
+9940772792516,6,6,99.53,2,2,0,0,0.692,0,0,home,0,0,1,Turkey,1,1
+9940708671440,3,3,57.72,1,1,0,1,0.568,0,0,branch,0,0,4,UK,0,1
+9940779663613,4,3,76.1,2,1,0,0,0.175,0,1,branch,0,0,0,Turkey,0,1
+9940777788442,3,3,59.96,3,1,0,1,0.838,0,0,home,1,0,1,None,0,0
+9940771930724,3,4,74.98,2,0,0,1,0.23,0,0,branch,1,0,1,Russia,1,1
+9940508378278,5,5,47.8,2,1,0,0,0.482,0,0,branch,2,0,2,Turkey,0,0
+9940777227899,3,3,39.68,2,0,0,0,0.533,0,1,branch,2,0,2,Turkey,0,1
+9940505734544,6,3,79.2,2,0,0,0,0.307,0,0,branch,2,0,3,Turkey,0,1
+9940552289146,3,5,118.11,1,2,0,0,0.885,0,1,home,0,0,1,UK,0,0
+9940559970093,3,3,71.05,1,2,0,0,0.038,0,0,branch,1,0,1,UAE,0,0
+9940514983457,7,6,117.47,1,2,0,1,0.173,0,1,branch,2,0,3,Russia,0,0
+9940501397575,1,8,109.63,1,1,0,1,0.936,0,0,home,0,0,4,Russia,0,0
+9940502889716,4,4,100.25,2,4,0,0,0.767,0,1,home,2,0,4,Turkey,1,1
+9940774611384,4,8,74.53,1,0,0,0,0.475,0,0,branch,0,0,4,Turkey,0,0
+9940511560941,4,1,64.28,0,0,0,0,0.679,0,1,home,0,0,2,None,0,1
+9940513915429,6,6,85.49,2,1,0,0,0.595,0,1,branch,0,0,1,Turkey,1,1
+9940775215632,2,0,145.08,2,1,0,0,0.035,0,1,branch,0,0,0,Turkey,0,1
+9940509537808,2,3,64.41,1,1,0,1,0.496,0,0,branch,1,0,1,Russia,0,1
+9940771777374,5,5,88.03,0,1,0,1,0.352,0,0,branch,0,0,0,UAE,0,0
+9940776191748,4,8,89.76,0,0,0,1,0.382,0,0,branch,0,0,4,Turkey,0,0
+9940559241849,5,4,189.88,2,0,0,1,0.598,0,0,branch,0,0,1,UK,0,1
+9940508255717,2,8,102.15,0,0,0,0,0.189,0,0,branch,2,0,4,Russia,0,1
+9940509324472,1,7,90.14,1,1,0,1,0.289,0,0,branch,2,0,3,Germany,1,1
+9940512533070,4,6,86.34,0,0,0,0,0.137,0,0,branch,1,0,3,UAE,0,0
+9940558212087,5,3,36.33,2,1,0,0,0.102,0,0,branch,3,0,3,Turkey,0,0
+9940509807706,3,6,133.37,2,1,0,1,0.694,0,0,home,0,0,1,UK,0,1
+9940553934294,8,3,44.09,1,1,0,0,0.335,1,0,branch,1,0,0,None,0,1
+9940505487755,4,4,92.82,1,2,0,1,0.17,0,0,branch,0,0,3,Germany,0,0
+9940555777571,2,6,38.44,2,3,0,0,0.374,0,0,branch,1,0,0,None,0,1
+9940505443048,6,7,140.02,1,0,0,0,0.595,0,0,branch,1,0,3,UK,0,1
+9940703608035,5,5,101.25,2,0,1,0,0.321,0,0,branch,2,0,3,Turkey,0,0
+9940509737961,6,3,50.84,1,3,0,0,0.414,0,1,branch,0,0,3,Russia,0,1
+9940509608469,0,8,64.58,2,2,0,1,0.844,0,1,home,0,0,3,UK,0,0
+9940504426590,5,5,101.79,1,1,0,1,0.921,0,0,home,2,0,3,UK,0,0
+9940778247627,3,6,31.55,1,1,0,1,0.781,0,0,home,0,0,3,UAE,1,0
+9940504577724,5,5,24.43,1,1,0,1,0.585,0,0,branch,0,0,4,Turkey,0,1
+9940558153294,6,8,89.99,1,0,0,0,0.348,0,1,branch,0,0,3,UK,0,0
+9940556262773,4,3,139.5,0,0,0,0,0.938,0,1,home,0,0,3,Turkey,1,1
+9940555231526,4,3,90.94,2,1,0,1,0.887,0,0,home,2,0,4,Russia,0,0
+9940702152473,6,3,150.23,0,2,0,0,0.684,0,0,home,0,0,3,Turkey,0,1
+9940776891317,3,4,129.59,1,0,0,0,0.474,0,0,branch,1,0,2,UK,0,1
+9940513889770,3,3,98.86,1,2,0,1,0.145,0,0,branch,0,0,2,Turkey,0,1
+9940772951727,1,5,128.92,1,2,0,0,0.277,0,0,branch,2,0,2,Turkey,0,1
+9940512738874,9,4,55.77,3,1,0,0,0.125,1,0,branch,2,0,1,UAE,0,0
+9940779836897,4,3,105.47,1,0,0,1,0.011,0,1,branch,0,0,2,None,1,1
+9940551929551,4,5,145.77,0,0,0,0,0.179,0,0,branch,0,0,0,Turkey,0,1
+9940708186731,7,9,76.4,2,2,0,0,0.266,0,0,branch,0,0,4,UAE,0,0
+9940778795300,5,2,55.8,2,0,0,1,0.086,0,0,branch,0,0,0,UAE,0,0
+9940701279476,7,6,31.68,0,2,0,1,0.157,0,1,branch,2,0,2,UAE,0,0
+9940776303979,7,3,62.4,1,1,0,0,0.705,0,0,home,0,0,0,UK,0,1
+9940556196642,4,8,77.57,1,0,0,1,0.65,0,1,home,1,0,4,None,1,1
+9940504228054,4,6,101.51,2,1,0,0,0.609,0,0,home,2,0,1,Turkey,0,0
+9940557000427,7,6,100.86,1,1,0,1,0.552,0,0,branch,1,0,2,None,0,1
+9940504678023,5,3,68.63,1,0,0,0,0.242,0,0,branch,0,0,4,Turkey,0,1
+9940774957223,10,11,77.18,0,1,0,0,0.181,1,1,branch,1,0,2,None,0,1
+9940514883670,6,2,29.29,2,1,0,0,0.144,0,0,branch,1,0,1,Turkey,0,0
+9940518206068,4,3,30.03,2,0,0,0,0.591,0,0,branch,0,0,4,Russia,0,1
+9940516698342,1,5,106.14,1,1,0,0,0.123,0,0,branch,0,0,0,UAE,1,0
+9940704411422,2,6,132.47,1,3,0,1,0.57,0,0,branch,2,0,4,None,0,1
+9940559340923,4,6,57.84,0,0,0,0,0.66,0,0,home,0,0,3,None,0,0
+9940778218529,9,3,113.76,1,0,0,1,0.49,1,0,branch,1,0,1,None,1,1
+9940559395015,10,1,67.79,0,0,0,1,0.118,1,1,branch,1,0,3,Turkey,0,0
+9940517574507,8,5,117.11,1,5,0,1,0.016,1,1,branch,2,0,0,None,0,0
+9940504523427,7,3,125.5,1,1,0,0,0.845,0,1,home,1,0,4,None,0,1
+9940507956474,3,7,98.68,1,2,0,1,0.734,0,0,home,1,0,3,Russia,2,1
+9940513963361,4,5,37.79,0,2,0,1,0.793,0,1,home,0,0,2,Turkey,0,0
+9940773438358,4,3,41.32,1,0,0,0,0.257,0,0,branch,1,0,3,Russia,0,1
+9940555059418,8,5,85.73,0,1,0,1,0.627,1,0,home,1,0,2,None,1,1
+9940779723733,3,4,55.23,1,1,0,1,0.377,0,0,branch,0,0,3,UAE,1,0
+9940506111407,7,8,120.49,0,0,0,0,0.481,0,0,branch,1,0,0,Russia,1,1
+9940504453237,3,4,77.82,1,1,0,1,0.5,0,1,branch,0,0,4,Turkey,0,0
