phone_number,monthly_spend,total_spent,avg_parcel_value,cltv,support_calls,downtime_hours,payment_delay_days,complaints,flights_per_month,trips,intl_ratio,extra_baggage_tendency,next_booked_flight_days,last_flight_days,login_freq,verified,app_ratio,digital_literacy_score_enc,biometric_enabled,sso_usage,loyalty_points,loyalty,parcels_sent,intl_shipments,money_transfers_frequency,data_usage_gb,speed_mbps,device_count,tenure_months,customer_satisfaction_score,smart_home_devices,services,security_alerts,digital_signature_used,govt_services_usage,revenue_score,risk_score,digital_score,loyalty_score,mobility_score,cross_sell_potential,travel_imminent,high_data_user,is_business_persona,churn_score,cluster,segment,churn_tier
+9940508745128,116.37,148.03,119.07,3956.47,0,2.12,1,1,2,2,0.983,3,88,348,12.0,1,0.371,2,0,0,10231,152,3,1,0,56.0,50,4,34,4,1,3,0,2,8,323.93499999999995,4.12,27.42,10422.5647,12.915,16.196749999999998,0,0,1,0.121265722457871,3,Standard,🟢 Loyal
+9940516138802,118.12,1070.79,131.16,4016.12,4,1.23,2,0,1,2,0.825,2,64,229,36.6,0,0.826,1,1,1,17705,228,6,2,0,265.7,100,4,34,3,1,8,0,2,7,1254.4899999999998,6.23,61.120000000000005,17973.1612,9.125,50.17959999999999,0,0,1,0.521545612240771,4,Standard,🟡 Medium Risk
+9940772509295,83.7,855.6,67.9,2092.62,4,0.81,2,1,0,1,0.447,1,57,177,35.1,1,0.75,2,1,1,2646,122,6,0,1,250.5,20,4,25,1,0,7,0,2,2,973.2500000000001,8.81,66.1,2788.9262,3.235,38.93000000000001,0,0,1,0.29445102848100285,3,Standard,🟢 Loyal
+9940514293991,23.71,142.04,39.46,118.53,0,0.9,1,1,2,3,0.366,2,60,157,12.9,0,0.141,1,0,0,5456,216,8,0,0,55.0,100,3,5,4,0,1,1,0,2,185.48,1.9,15.72,5673.1853,10.83,7.4192,0,0,1,0.10128543949681826,3,Standard,🟢 Loyal
+9940771067563,31.93,125.47,36.25,287.33,1,1.03,4,2,0,2,0.177,3,64,296,18.3,1,0.418,1,0,0,37233,348,3,1,0,144.9,100,3,9,1,1,4,0,0,4,175.525,7.03,34.66,37583.8733,2.885,7.021,0,0,0,0.10550238932957003,1,Standard,🟢 Loyal
+9940551352525,83.79,144.32,96.13,1843.28,2,1.85,1,1,0,3,0.084,1,53,303,35.0,0,0.774,2,1,1,26708,429,7,0,2,270.2,100,2,22,1,0,7,0,0,5,276.175,6.85,58.480000000000004,27155.4328,3.42,8.285250000000001,0,0,1,0.16330902777974587,0,Digital Power User,🟢 Loyal
+9940704025169,28.45,139.66,45.88,284.5,3,2.0,1,2,3,0,0.755,0,80,127,27.0,1,0.671,2,1,0,43045,0,4,1,0,203.5,200,2,10,4,1,6,0,1,4,191.04999999999998,6.0,53.42,43047.845,12.775,7.6419999999999995,0,0,1,0.14217709581946814,0,Digital Power User,🟢 Loyal
+9940555090161,95.22,292.03,109.95,2666.2,0,1.96,0,0,3,3,0.887,3,18,343,24.6,1,0.399,0,0,0,725,264,2,0,2,105.8,100,4,28,1,2,3,1,0,9,442.225,3.96,40.58,1015.662,16.435000000000002,22.11125,0,0,1,0.10749280721977666,3,Standard,🟢 Loyal
+9940518177596,47.88,1159.45,50.48,526.69,0,1.83,1,1,0,0,0.499,1,42,5,10.8,1,0.143,0,0,0,42208,0,4,0,0,62.2,100,5,11,3,2,1,1,2,1,1232.5700000000002,3.83,21.66,42213.2669,2.495,36.97710000000001,0,0,1,0.10501882822817868,4,Standard,🟢 Loyal
+9940702208721,77.0,1458.9,97.91,1847.98,1,1.81,1,1,1,1,0.895,3,63,307,29.6,0,0.501,2,0,0,31528,186,5,0,0,174.4,50,2,24,2,1,5,2,1,5,1584.855,3.81,39.620000000000005,31732.4798,8.475,63.3942,0,0,1,0.07919342149112837,4,Standard,🟢 Loyal
+9940778552563,68.12,222.65,86.89,1226.16,1,3.04,2,0,2,2,0.949,2,7,311,8.6,0,0.172,1,0,0,4404,230,5,1,0,87.1,100,2,18,5,0,1,0,1,7,334.215,7.04,12.04,4646.2616,12.745000000000001,13.368599999999999,1,0,1,0.17575755626062312,3,Standard,🟢 Loyal
+9940513110704,50.79,1442.61,69.43,711.1,1,0.11,2,1,1,1,0.59,3,39,136,35.3,1,0.73,1,1,1,33189,87,6,0,0,150.6,50,3,14,2,1,7,0,2,0,1528.1149999999998,3.1100000000000003,65.9,33283.111,6.949999999999999,76.40574999999998,0,0,1,0.10113878909938011,4,Standard,🟢 Loyal
+9940702244961,92.22,262.6,97.05,2397.68,2,2.74,0,3,2,3,0.254,2,34,346,29.2,1,0.622,0,1,0,333,174,4,0,0,179.1,20,1,26,1,0,6,2,3,3,403.345,8.74,54.64,530.9768,10.27,20.167250000000003,0,0,1,0.16241474914827408,3,Standard,🟢 Loyal
+9940517299033,119.83,908.64,177.44,4314.0,2,2.19,0,4,3,3,0.817,0,22,177,23.7,1,0.459,1,0,0,47419,306,3,1,1,95.1,20,4,36,1,0,4,0,2,5,1117.19,6.1899999999999995,40.879999999999995,47768.14,16.085,55.859500000000004,0,0,1,0.14741983792430272,4,Standard,🟢 Loyal
+9940707969022,135.83,206.02,169.93,6384.02,0,3.16,0,0,0,2,0.219,1,44,22,23.8,0,0.54,2,0,0,44354,156,3,0,0,184.3,100,1,47,5,2,5,2,1,4,426.81500000000005,6.16,34.6,44573.8402,3.0949999999999998,12.804450000000001,0,0,0,0.11278027680679152,1,Standard,🟢 Loyal
+9940706444209,27.73,306.3,66.46,499.1,0,0.01,0,1,1,3,0.929,0,61,128,12.3,1,0.206,2,0,0,16403,588,5,0,0,90.7,100,4,18,5,2,2,1,1,5,367.26000000000005,1.01,24.42,16995.991,10.645,18.363000000000003,0,0,0,0.08303364274396156,1,Standard,🟢 Loyal
+9940552041337,75.44,1711.08,93.35,2036.97,2,0.12,1,1,2,1,0.191,0,87,237,35.2,1,0.696,1,1,0,12891,156,5,1,1,197.9,50,5,27,1,0,6,1,2,2,1833.195,5.12,62.120000000000005,13067.3697,7.955,91.65975,0,0,1,0.5257905610164946,4,Standard,🟡 Medium Risk
+9940702038102,73.4,1775.54,108.7,1467.94,0,0.33,2,3,0,3,0.355,2,36,179,21.2,1,0.363,2,0,0,2377,351,4,1,0,79.8,100,5,20,2,5,3,1,2,7,1903.29,3.33,36.46,2742.6794,4.775,76.13159999999999,0,0,1,0.08737420009115933,4,Standard,🟢 Loyal
+9940514510562,115.47,385.85,127.64,4041.41,0,2.88,1,0,3,1,0.121,2,-1,258,32.4,1,0.763,0,1,1,10791,132,6,1,1,252.8,50,1,35,1,1,7,0,1,7,565.1400000000001,6.88,63.66,10963.4141,10.605,28.25700000000001,0,0,1,0.09930059192389785,3,Standard,🟢 Loyal
+9940505055400,29.43,368.69,43.31,500.32,2,5.55,1,0,3,0,0.283,3,88,311,27.9,1,0.477,2,0,0,28439,0,3,0,2,137.7,50,3,17,5,2,4,0,2,0,419.775,10.55,45.44,28444.0032,10.415,16.791,0,0,0,0.2748745098579279,1,Standard,🟢 Loyal
+9940509987484,116.9,1581.0,137.18,3857.72,0,1.31,2,1,1,0,0.504,0,24,316,28.6,0,0.539,2,0,0,42279,0,4,1,0,218.7,100,3,33,5,0,5,0,3,4,1766.49,6.3100000000000005,39.38,42317.5772,5.52,52.9947,0,0,1,0.08951947998245105,4,Standard,🟢 Loyal
+9940553578275,37.46,203.83,50.16,487.01,2,1.68,0,1,1,3,0.388,0,31,234,40.3,1,0.86,1,1,1,8563,201,2,2,2,329.0,50,3,13,4,0,8,0,2,5,266.37,6.68,73.5,8768.8701,7.9399999999999995,13.318499999999998,0,0,1,0.2575976542738133,3,Standard,🟢 Loyal
+9940772733317,92.33,228.01,105.77,2400.47,0,0.84,1,3,0,5,0.629,1,65,246,3.2,0,0.109,2,0,0,14640,400,5,1,1,72.8,200,4,26,3,2,1,2,0,7,373.22499999999997,3.84,5.380000000000001,15064.0047,8.145,11.19675,0,0,1,0.1117140464590719,3,Standard,🟢 Loyal
+9940509513110,98.5,1165.91,112.77,2265.49,1,0.3,1,2,4,1,0.366,3,24,70,11.4,1,0.138,1,0,0,13032,134,10,0,0,50.8,100,5,23,2,0,1,2,2,4,1320.795,5.3,22.16,13188.6549,14.83,66.03975,0,0,1,0.11067986070023415,4,Standard,🟢 Loyal
+9940552385672,59.66,50.0,63.43,1133.52,1,1.71,1,2,0,1,0.569,0,61,300,11.0,0,0.211,1,0,0,24636,188,6,0,0,136.3,100,3,19,2,0,2,0,1,4,141.375,5.71,15.219999999999999,24835.3352,3.8449999999999998,4.24125,0,0,1,0.13298756715896712,3,Standard,🟢 Loyal
+9940701237622,72.23,2022.5,97.85,1589.05,0,2.44,2,1,1,3,0.629,2,-7,212,8.7,1,0.109,2,0,0,1046,216,6,1,0,42.4,100,3,22,4,0,1,1,0,1,2143.655,4.4399999999999995,18.88,1277.8905,9.145,107.18275000000001,0,0,1,0.19695814905680423,4,Standard,🟢 Loyal
+9940514805202,33.78,77.32,76.91,641.9,1,3.4,0,2,3,0,0.926,1,74,268,16.9,1,0.349,0,0,0,46264,0,5,1,1,85.5,100,4,19,3,1,3,0,1,2,149.555,5.4,31.88,46270.419,13.629999999999999,5.982200000000001,0,0,0,0.41729731145554255,1,Standard,🟡 Medium Risk
+9940704609735,105.61,271.52,110.37,3590.76,2,0.98,1,1,4,3,0.882,3,43,162,0.7,1,0.065,2,0,0,9042,504,5,0,0,10.0,200,3,34,3,0,0,2,0,1,432.315,4.98,10.0,9581.9076,19.41,21.61575,0,0,1,0.1281992438499631,3,Standard,🟢 Loyal
+9940516577016,35.99,263.27,67.59,503.88,2,0.54,0,1,1,2,0.265,3,85,140,14.8,0,0.192,2,0,0,34680,276,6,0,0,29.3,50,2,14,2,3,1,1,2,6,333.055,3.54,18.64,34961.0388,6.325,13.3222,0,0,1,0.1453617865808147,0,Digital Power User,🟢 Loyal
+9940778899611,26.61,129.73,42.01,266.06,0,1.32,1,0,0,1,0.471,2,51,266,34.4,0,0.722,1,1,1,25088,116,10,2,0,216.3,200,5,10,4,1,7,0,1,6,177.34499999999997,7.32,56.839999999999996,25206.6606,3.355,5.320349999999999,0,0,1,0.14872253626035803,0,Digital Power User,🟢 Loyal
+9940559396106,123.53,67.58,123.38,3582.24,4,1.99,0,1,2,0,0.099,1,47,49,12.8,0,0.216,2,0,0,21776,0,5,0,1,83.4,20,4,29,5,0,2,0,1,4,252.8,9.99,17.12,21811.8224,6.495,7.5840000000000005,0,0,0,0.6393326725002679,2,Standard,🟡 Medium Risk
+9940553606749,75.01,210.43,81.6,2025.16,1,5.28,1,0,1,1,0.222,1,40,80,34.8,0,0.672,0,1,0,12035,189,6,2,0,145.1,100,3,27,1,0,6,1,0,9,326.24,8.280000000000001,53.239999999999995,12244.2516,5.11,13.0496,0,0,1,0.17837251133339846,3,Standard,🟢 Loyal
+9940509827389,65.87,115.57,61.34,790.48,1,1.84,0,0,2,2,0.294,2,75,326,41.5,1,0.905,1,1,1,25123,138,1,1,2,253.4,100,1,12,4,1,9,1,0,9,212.11,5.84,75.6,25268.9048,9.47,10.605500000000001,0,0,1,0.13071705296212882,0,Digital Power User,🟢 Loyal
+9940556693949,73.33,226.89,86.99,2126.6,0,1.73,0,0,0,5,0.954,0,10,174,21.4,0,0.466,2,0,0,25006,260,4,0,0,148.4,20,2,29,3,1,4,0,1,2,343.715,3.73,30.72,25287.266,9.77,10.31145,1,0,0,0.09097813737345896,1,Standard,🟢 Loyal
+9940771626765,79.22,120.66,118.92,2455.82,1,0.89,2,2,2,0,0.756,2,86,347,14.7,0,0.125,1,0,0,16443,0,8,1,0,63.3,100,2,31,4,1,1,0,1,8,259.34,5.890000000000001,17.2,16467.5582,9.780000000000001,7.7802,0,0,1,0.13167331647803449,3,Standard,🟢 Loyal
+9940509446017,69.25,349.76,69.13,1454.31,3,0.64,1,2,1,1,0.897,0,28,194,32.2,1,0.613,2,1,0,22926,121,5,0,0,183.0,20,4,21,4,1,6,0,0,0,453.575,4.640000000000001,57.46,23061.5431,8.485,22.67875,0,0,1,0.17234524193752102,3,Standard,🟢 Loyal
+9940702241977,93.49,883.43,87.83,2804.72,2,3.83,0,0,1,1,0.299,0,5,9,12.8,1,0.208,0,0,0,42851,119,3,0,2,72.3,100,1,30,2,0,2,0,2,8,1020.8349999999999,8.83,24.96,42998.0472,5.495,51.04174999999999,1,0,1,0.1466785117744719,4,Standard,🟢 Loyal
+9940556297360,60.75,110.61,76.01,911.26,1,1.04,0,0,1,2,0.859,0,7,243,19.7,1,0.386,1,0,0,27404,148,6,0,1,66.3,100,2,15,2,1,3,1,0,2,209.365,3.04,35.42,27561.1126,9.295,10.468250000000001,1,0,0,0.32633152494626977,1,Standard,🟢 Loyal
+9940708116640,61.97,202.4,51.1,1177.42,0,4.75,1,2,3,0,0.772,0,50,257,43.5,1,0.875,2,1,1,27672,0,7,4,1,226.1,100,3,19,1,0,8,2,0,1,289.92,5.75,77.0,27683.7742,12.86,11.5968,0,0,1,0.16416840767548804,0,Digital Power User,🟢 Loyal
+9940703244943,85.84,1853.97,90.64,2060.16,2,0.46,1,0,4,3,0.145,0,82,301,12.2,1,0.202,2,0,0,22539,378,11,0,1,58.0,100,4,24,5,1,2,0,2,9,1985.1299999999999,4.46,24.24,22937.6016,15.725,99.2565,0,0,1,0.22312485217978387,4,Standard,🟢 Loyal
+9940553435689,54.63,1675.26,74.88,874.04,2,0.9,2,0,2,1,0.322,1,37,36,26.8,0,0.464,1,0,0,40961,106,2,1,0,159.5,50,1,16,4,0,4,0,0,3,1767.3300000000002,3.9,36.08,41075.7404,8.61,70.6932,0,0,1,0.19179537780709013,4,Standard,🟢 Loyal
+9940515285593,6.21,50.0,9.22,49.67,2,3.35,3,1,1,2,0.711,1,11,204,17.8,1,0.394,2,0,0,26599,352,6,2,1,127.6,100,4,8,4,1,3,1,3,9,60.82,8.35,33.68,26951.4967,8.555,3.0410000000000004,1,0,1,0.3808981119925556,2,Standard,🟢 Loyal
+9940708963640,121.31,1236.34,146.69,3881.77,1,0.2,0,2,3,0,0.326,2,67,258,27.6,1,0.474,1,0,0,49892,0,4,2,1,108.2,20,3,32,1,2,4,0,0,2,1430.995,1.2,45.08,49930.8177,10.63,57.239799999999995,0,0,1,0.09651147669139791,4,Standard,🟢 Loyal
+9940503012429,107.55,292.77,124.82,3119.07,1,0.46,0,0,3,2,0.252,1,21,25,15.8,1,0.277,1,0,0,10622,372,4,1,0,73.7,200,4,29,5,0,2,1,2,6,462.73,3.46,29.340000000000003,11025.1907,12.26,23.1365,0,0,1,0.07927328477050134,3,Standard,🟢 Loyal
+9940556971078,99.84,157.03,119.87,2695.72,1,0.65,1,1,1,8,0.991,2,12,78,36.1,1,0.73,1,1,1,23564,848,6,0,0,279.6,20,1,27,1,0,7,2,0,4,316.805,2.65,66.7,24438.9572,15.955,15.840250000000001,1,0,1,0.14073817984781156,0,Digital Power User,🟢 Loyal
+9940505073324,58.05,325.43,61.42,754.63,0,0.45,0,2,4,3,0.484,2,56,317,26.9,1,0.55,1,0,0,49363,168,6,1,0,186.8,20,3,13,2,1,5,2,0,4,414.19,1.45,45.9,49538.5463,17.42,20.7095,0,0,0,0.08215759606261686,1,Standard,🟢 Loyal
+9940702006603,86.3,114.98,110.55,2416.44,0,1.49,2,0,1,4,0.348,2,76,356,26.2,1,0.612,2,1,0,1080,296,5,2,1,177.1,100,3,28,3,0,6,1,0,0,256.555,2.49,51.44,1400.1644000000001,8.74,12.827750000000002,0,0,1,0.12851256295135857,3,Standard,🟢 Loyal
+9940707397890,40.91,153.36,41.32,572.74,4,0.95,1,3,3,3,0.357,3,85,78,11.4,1,0.107,0,0,0,43869,177,2,1,1,10.0,20,2,14,1,0,1,1,0,2,214.93,6.95,21.54,44051.7274,13.785,10.746500000000001,0,0,0,0.23715778779114516,1,Standard,🟢 Loyal
+9940508492762,73.03,1084.17,82.32,1314.5,0,0.33,1,2,1,3,0.618,2,36,271,5.1,0,0.022,1,0,0,44493,327,2,1,1,10.0,200,1,18,4,2,0,1,2,3,1198.3600000000001,3.33,5.539999999999999,44833.145,9.09,47.934400000000004,0,0,1,0.08228106189366297,4,Standard,🟢 Loyal
+9940706180705,70.26,271.61,85.47,1545.7,2,0.3,1,0,6,0,0.645,2,84,223,26.2,1,0.662,2,1,0,21159,0,7,1,0,198.8,20,2,22,5,0,6,0,0,3,384.605,4.3,52.44,21174.457,21.225,15.3842,0,0,1,0.13476811970975405,3,Standard,🟢 Loyal
+9940552587207,117.72,1149.65,131.27,4120.26,0,1.72,1,5,2,1,0.865,1,28,256,24.5,1,0.532,1,0,0,12048,180,6,0,1,170.6,100,3,35,3,1,5,1,0,0,1333.005,1.72,43.14,12269.2026,11.325,66.65025,0,0,1,0.06253606397131238,4,Standard,🟢 Loyal
+9940702401530,9.93,310.99,33.71,29.8,2,7.14,0,1,0,1,0.657,2,40,236,6.4,0,0.117,0,0,0,45359,119,7,1,0,57.6,200,1,3,1,0,1,0,0,4,337.77500000000003,11.14,8.74,45478.298,4.285,10.13325,0,0,1,0.7580013020702504,2,Standard,🔴 High Risk
+9940504811458,143.04,194.85,156.41,4577.24,4,1.62,2,0,0,4,0.937,1,62,80,37.9,1,0.706,1,1,1,12829,488,8,0,1,227.2,100,5,32,3,0,7,0,2,3,416.09499999999997,7.62,68.02,13362.7724,8.685,16.6438,0,0,1,0.3065552599494895,3,Standard,🟢 Loyal
+9940505557768,76.02,230.3,114.37,1748.36,2,1.32,0,0,3,1,0.574,3,81,6,33.4,1,0.687,1,1,0,33188,56,7,1,0,191.2,100,4,23,4,0,6,1,0,5,363.505,5.32,60.14,33261.4836,12.87,18.175250000000002,0,0,1,0.12813858940412887,0,Digital Power User,🟢 Loyal
+9940555969663,77.73,131.88,90.78,1476.86,3,0.02,1,0,2,1,0.493,2,25,87,19.2,0,0.292,1,0,0,16886,161,4,1,1,67.2,100,2,19,5,0,2,1,1,1,255.0,5.02,25.04,17061.7686,9.465,10.2,0,0,0,0.354955062898965,1,Standard,🟢 Loyal
+9940503192903,98.05,392.6,130.09,3627.93,0,2.08,2,0,0,2,0.785,1,16,118,37.0,1,0.734,0,1,1,212,240,6,1,0,302.1,100,1,37,2,1,7,0,1,3,555.695,3.08,67.68,488.2793,5.925000000000001,22.227800000000002,0,0,1,0.07243997270858976,3,Standard,🟢 Loyal
+9940515506894,105.5,154.99,128.53,2848.46,2,0.78,1,6,0,6,0.213,3,79,203,32.5,0,0.778,1,1,1,48410,582,5,0,3,211.1,20,4,27,2,0,7,0,1,1,324.755,6.78,56.06,49020.4846,7.0649999999999995,9.74265,0,0,1,0.1341724060644011,0,Digital Power User,🟢 Loyal
+9940703655710,55.26,178.7,72.58,1215.67,1,6.49,2,0,2,1,0.634,3,6,148,21.3,0,0.352,1,0,0,18894,65,8,2,0,54.0,50,1,22,1,2,3,0,0,6,270.25,7.49,28.34,18971.1567,10.17,10.81,1,0,1,0.6129356603934898,2,Standard,🟡 Medium Risk
+9940507175465,115.53,220.96,125.22,3812.36,1,0.58,2,2,1,1,0.4,2,77,59,35.0,1,0.761,2,1,1,32252,99,8,0,0,162.9,20,3,33,1,0,7,0,3,1,399.1,5.58,66.22,32389.1236,6.0,19.955,0,0,1,0.08405022079507302,0,Digital Power User,🟢 Loyal
+9940708168266,86.82,1173.6,103.13,1823.3,1,6.82,0,1,1,2,0.134,1,40,363,20.9,0,0.502,1,0,0,24410,324,1,0,0,136.5,20,2,21,4,0,5,1,1,5,1311.985,10.82,30.939999999999998,24752.233,5.67,52.4794,0,0,1,0.25572142690583843,4,Standard,🟢 Loyal
+9940506874179,72.07,773.23,114.31,2089.93,1,0.73,1,0,1,4,0.318,0,-4,116,33.6,1,0.684,1,1,0,36954,232,4,0,0,242.8,20,2,29,2,1,6,1,1,9,902.4549999999999,2.73,60.28,37206.8993,8.59,45.122749999999996,0,0,1,0.10413904081939653,0,Digital Power User,🟢 Loyal
+9940501011226,156.39,50.0,188.06,6412.18,0,4.31,0,2,1,0,0.632,0,64,165,38.1,1,0.83,2,1,1,2682,0,7,0,2,226.0,100,4,41,2,0,8,1,2,6,300.41999999999996,5.31,70.7,2746.1218,6.16,12.016799999999998,0,0,1,0.07116677481311906,3,Standard,🟢 Loyal
+9940559928377,160.83,1781.84,158.81,7558.86,4,1.62,0,1,0,0,0.942,3,10,334,17.4,0,0.195,1,0,0,6834,0,11,2,0,117.7,200,2,47,3,2,1,0,0,0,2022.0749999999998,6.62,21.299999999999997,6909.5886,4.71,40.4415,1,0,1,0.6934168140122824,4,Standard,🔴 High Risk
+9940701213908,133.9,360.98,173.12,4954.34,3,4.04,1,2,2,3,0.552,0,37,233,15.7,1,0.372,0,0,0,45463,348,2,2,1,111.3,100,2,37,1,2,3,0,2,2,581.44,7.04,31.14,45860.5434,11.76,29.072000000000003,0,0,1,0.4934969300469868,2,Standard,🟡 Medium Risk
+9940509994796,35.96,325.24,67.5,575.31,1,2.03,1,5,0,3,0.413,2,64,166,18.9,0,0.238,2,0,0,18816,339,5,1,1,115.9,20,2,16,4,2,2,1,2,2,394.95,5.029999999999999,23.659999999999997,19160.7531,5.0649999999999995,11.8485,0,0,1,0.11418117264115174,3,Standard,🟢 Loyal
+9940511285970,121.07,214.65,132.15,3753.28,0,2.03,1,2,1,3,0.895,1,37,47,24.4,1,0.513,0,0,0,16039,429,9,0,2,123.7,100,1,31,3,0,5,0,0,5,401.795,2.03,42.66,16505.5328,10.475,20.089750000000002,0,0,1,0.09922885768734407,3,Standard,🟢 Loyal
+9940775648134,100.3,324.77,121.24,2908.58,1,0.87,1,0,1,3,0.199,2,45,125,24.1,1,0.43,1,0,0,12089,240,6,0,0,99.4,100,4,29,3,1,4,0,1,5,485.69,1.87,40.7,12358.0858,6.995,24.284499999999998,0,0,0,0.2323248775901429,1,Standard,🟢 Loyal
+9940771953738,77.46,226.21,128.82,2091.31,1,10.0,1,0,1,3,0.081,0,12,358,28.5,0,0.662,2,1,0,35647,315,4,1,1,202.4,200,3,27,2,0,6,2,2,3,368.08000000000004,15.0,46.74,35982.9131,6.405,14.723200000000002,1,0,1,0.21649530194840233,2,Standard,🟢 Loyal
+9940551856791,63.99,224.96,87.33,1279.76,2,1.14,0,0,3,2,0.323,2,0,313,30.3,0,0.409,2,0,0,907,370,2,2,0,142.1,50,2,20,3,0,4,1,1,5,332.615,4.14,38.480000000000004,1289.7976,12.615,13.3046,1,0,0,0.19148756685184373,1,Standard,🟢 Loyal
+9940557150562,24.91,269.82,45.51,249.09,1,0.94,3,1,3,6,0.087,0,13,134,27.9,1,0.556,2,1,0,38215,954,3,0,0,159.6,50,2,10,4,1,5,0,1,8,317.485,1.94,52.019999999999996,39171.4909,15.435,15.874250000000002,1,0,0,0.15570594198194782,1,Standard,🟢 Loyal
+9940517550588,82.82,254.34,114.08,1739.24,1,0.07,0,1,0,0,0.42,1,32,244,19.6,1,0.432,1,0,0,32791,0,5,1,0,141.2,100,5,21,3,1,4,0,1,4,394.2,1.07,36.24,32808.3924,2.1,11.825999999999999,0,0,0,0.07559173250360997,1,Standard,🟢 Loyal
+9940702064129,91.08,603.23,115.14,2459.07,0,0.36,1,0,0,4,0.241,1,21,86,34.6,1,0.761,1,1,1,31352,532,3,0,3,251.7,100,3,27,4,1,7,0,1,6,751.8800000000001,2.36,65.82,31908.5907,5.205,30.075200000000006,0,0,1,0.05091910891364504,0,Digital Power User,🟢 Loyal
+9940559789975,76.5,684.97,94.97,2065.38,2,0.74,2,2,2,2,0.188,2,-4,165,30.2,1,0.741,2,1,1,532,220,3,2,2,165.4,20,4,27,3,0,7,0,0,2,808.955,4.74,61.019999999999996,772.6538,8.94,40.44775,0,0,1,0.235857708285545,3,Standard,🟢 Loyal
+9940513884152,85.54,588.84,98.94,1881.98,0,0.75,1,1,1,2,0.193,0,36,203,34.1,0,0.704,1,1,1,8192,166,10,1,3,197.6,100,5,22,1,0,7,0,2,6,723.85,2.75,56.18,8376.8198,5.965,28.954,0,0,1,0.06146699779107722,3,Standard,🟢 Loyal
+9940503864937,46.68,77.91,89.33,1073.72,2,5.05,1,1,0,3,0.249,1,18,281,23.6,1,0.553,1,1,0,43472,411,7,2,1,145.2,200,3,23,1,0,5,0,0,9,169.255,9.05,47.660000000000004,43893.7372,4.245,6.7702,0,0,0,0.41769981139987283,2,Standard,🟡 Medium Risk
+9940503672795,38.1,293.1,71.46,609.62,0,3.32,0,1,2,5,0.54,1,72,142,8.8,0,0.11,2,0,0,45818,850,9,1,1,14.2,20,2,16,4,1,1,0,1,0,366.93000000000006,7.32,11.0,46674.0962,13.7,14.677200000000003,0,0,1,0.13277769362071742,0,Digital Power User,🟢 Loyal
+9940775150879,37.74,108.78,64.16,641.57,0,0.96,0,0,1,4,0.002,2,10,78,19.8,0,0.438,1,0,0,32882,712,4,2,1,147.8,50,5,17,1,1,4,1,1,0,178.60000000000002,3.96,28.560000000000002,33600.4157,7.01,7.144000000000001,1,0,0,0.11548314372598012,1,Standard,🟢 Loyal
+9940552600507,78.11,171.71,98.89,1171.7,0,0.56,1,2,4,1,0.617,1,49,97,40.0,1,0.779,1,1,1,3022,94,7,2,1,213.5,100,3,15,3,1,7,0,1,8,299.265,2.56,71.58,3127.717,16.085,14.963249999999999,0,0,1,0.07546732742504848,3,Standard,🟢 Loyal
+9940554822991,78.56,293.63,92.41,1571.16,3,1.08,1,2,2,6,0.704,1,73,39,23.9,1,0.352,2,0,0,26616,600,3,0,0,25.3,200,2,20,2,1,3,0,0,7,418.395,6.08,38.94,27231.7116,15.52,20.91975,0,0,0,0.4605846172766189,1,Standard,🟡 Medium Risk
+9940552889831,115.26,330.83,141.98,4149.45,1,2.42,0,1,5,2,0.715,2,38,136,35.0,0,0.751,1,1,1,27996,136,4,1,2,216.0,200,5,36,4,1,7,0,1,5,517.0799999999999,3.42,58.019999999999996,28173.4945,20.575,20.683199999999996,0,0,1,0.11707258297044269,0,Digital Power User,🟢 Loyal
+9940701462772,51.54,288.29,72.99,927.72,0,0.38,1,2,1,1,0.508,1,76,106,19.9,0,0.363,2,0,0,22300,97,2,2,0,66.2,100,4,18,2,1,3,0,2,1,376.32500000000005,0.38,27.159999999999997,22406.2772,6.54,15.053000000000003,0,0,1,0.10250223054952479,3,Standard,🟢 Loyal
+9940504318630,101.06,1050.11,125.64,2829.77,0,2.0,0,0,1,4,0.464,0,64,363,16.2,0,0.281,0,0,0,39667,452,0,0,0,104.1,100,3,28,4,2,2,2,2,7,1213.9899999999998,2.0,21.82,40147.2977,9.32,36.41969999999999,0,0,1,0.06502671123978736,4,Standard,🟢 Loyal
+9940507050379,150.9,81.27,164.42,6036.04,4,0.21,1,0,2,0,0.602,0,73,116,31.1,1,0.674,1,1,0,21825,0,4,0,1,234.4,50,2,40,1,0,6,1,0,0,314.38,5.21,57.58,21885.3604,9.01,12.5752,0,0,1,0.12747093222013406,3,Standard,🟢 Loyal
+9940517867807,50.29,98.29,76.04,854.88,3,1.47,1,1,1,2,0.299,1,24,243,38.2,1,0.826,2,1,1,32317,234,5,1,1,160.8,50,4,17,4,0,8,0,3,1,186.60000000000002,4.47,70.72,32559.5488,6.495,9.330000000000002,0,0,1,0.16308300966231973,0,Digital Power User,🟢 Loyal
+9940554180038,34.23,65.96,48.53,581.85,0,0.95,2,1,3,0,0.115,2,-5,328,27.0,0,0.466,1,0,0,15674,0,4,0,0,108.9,100,3,17,1,0,4,0,0,1,124.455,5.95,36.32,15679.8185,9.575,3.73365,0,0,0,0.14822369512110262,1,Standard,🟢 Loyal
