phone_number,verified,login_freq,services,security_alerts,backup_usage,digital_literacy_score,primary_document_types,biometric_enabled,sso_usage,data_sync_frequency,govt_services_usage,digital_signature_used,marketing_consent
+9940773945623,1,43.5,9,1,0,Low,Personal,1,1,Never,7,2,1
+9940777770959,1,19.5,4,1,0,Low,Banking,0,0,Weekly,4,1,1
+9940502813209,1,19.4,5,0,0,Medium,Business,0,0,Daily,3,2,0
+9940505537606,0,22.0,4,0,1,Medium,Business,0,0,Daily,7,1,1
+9940555849122,1,29.7,7,0,0,High,Banking,1,1,Never,9,0,1
+9940507752393,0,20.2,3,1,0,High,Business,0,0,Daily,9,6,1
+9940517429189,1,17.7,3,1,1,High,Personal,0,0,Never,8,3,1
+9940555182116,1,28.4,6,0,0,High,Business,1,0,Never,6,1,1
+9940773782480,1,45.7,8,0,1,High,Business,1,1,Weekly,8,0,1
+9940774311138,1,42.0,9,1,0,Low,Banking,1,1,Never,7,0,1
+9940504704311,1,28.3,6,0,1,High,Business,1,0,Weekly,9,1,1
+9940772972702,1,11.4,0,3,1,Medium,Banking,0,0,Weekly,4,3,1
+9940506628666,1,14.7,3,0,0,Medium,Business,0,0,Never,7,3,0
+9940702875413,1,32.0,7,0,1,Medium,Personal,1,1,Never,0,0,1
+9940776838093,1,37.7,8,2,0,Low,Banking,1,1,Daily,1,0,1
+9940777763416,1,18.5,4,0,0,Low,Government,0,0,Weekly,5,0,1
+9940519656545,1,23.2,4,0,1,Low,Government,0,0,Weekly,6,0,1
+9940772070193,1,35.4,7,0,0,Medium,Personal,1,1,Daily,2,2,1
+9940507837580,0,13.2,1,2,1,High,Government,0,0,Weekly,0,0,1
+9940551773841,0,6.7,0,0,0,Medium,Personal,0,0,Weekly,1,0,1
+9940554035227,0,12.0,1,0,1,High,Banking,0,0,Weekly,6,1,1
+9940512586622,0,17.7,2,2,1,High,Banking,0,0,Never,7,0,1
+9940502460557,1,13.6,2,0,1,Medium,Business,0,0,Never,9,4,1
+9940702578118,0,8.4,1,0,1,High,Banking,0,0,Daily,2,0,1
+9940511395443,1,25.3,4,0,1,Low,Business,0,0,Daily,5,0,1
+9940708407967,1,26.2,4,0,1,High,Government,0,0,Weekly,4,1,0
+9940551550156,1,22.1,5,2,0,High,Personal,0,0,Weekly,4,0,1
+9940514586559,1,21.7,3,1,0,High,Business,0,0,Never,8,2,1
+9940777292462,0,23.7,4,1,1,Low,Personal,0,0,Daily,3,4,1
+9940509913495,0,11.7,1,0,0,High,Personal,0,0,Never,5,0,0
+9940708683348,0,33.7,6,0,1,Medium,Personal,1,0,Daily,8,0,0
+9940702234901,1,28.9,6,0,1,High,Personal,1,0,Daily,9,0,0
+9940519889647,0,30.1,7,0,1,High,Personal,1,1,Weekly,4,1,0
+9940516881857,1,19.2,4,0,0,High,Business,0,0,Weekly,8,2,1
+9940502616113,1,40.1,8,0,1,Medium,Personal,1,1,Weekly,8,3,1
+9940775038565,1,33.2,6,0,0,Medium,Personal,1,0,Weekly,0,3,0
+9940779260938,0,35.4,6,0,1,Medium,Personal,1,0,Weekly,4,1,1
+9940514536263,1,27.2,5,0,0,Medium,Banking,1,0,Daily,9,2,0
+9940502652739,0,26.8,4,0,0,High,Government,0,0,Weekly,4,0,1
+9940508875756,1,35.3,7,0,1,High,Personal,1,1,Weekly,3,0,0
+9940509576780,1,15.2,3,0,1,High,Banking,0,0,Daily,7,2,1
+9940779780359,0,15.5,2,1,1,Low,Business,0,0,Never,6,1,1
+9940779601390,1,11.3,1,0,1,Medium,Government,0,0,Daily,1,2,1
+9940508855729,1,39.0,6,1,0,High,Business,1,0,Weekly,2,1,1
+9940705090404,1,31.6,7,0,1,High,Business,1,1,Weekly,9,0,1
+9940502730705,0,39.7,7,0,1,Medium,Government,1,1,Weekly,1,1,1
+9940516554408,1,16.2,2,3,0,Medium,Banking,0,0,Daily,9,0,1
+9940552987181,1,25.6,5,1,0,Medium,Personal,0,0,Daily,2,2,1
+9940705258398,1,40.9,8,1,0,Medium,Business,1,1,Daily,2,2,0
+9940776904664,1,25.2,5,0,0,Medium,Personal,1,0,Never,4,1,1
+9940509519217,0,23.9,5,0,0,Medium,Government,1,0,Weekly,5,1,0
+9940503601751,1,32.4,7,0,0,High,Personal,1,1,Weekly,7,3,0
+9940513267224,1,19.7,4,2,0,Medium,Banking,0,0,Weekly,5,2,0
+9940517612525,0,17.7,3,1,0,Medium,Personal,0,0,Daily,8,1,1
+9940771058139,1,29.5,7,2,0,High,Government,1,1,Daily,8,0,0
+9940706097785,1,40.0,8,0,0,Medium,Banking,1,1,Never,0,2,0
+9940517713244,0,28.9,5,1,1,Medium,Government,1,0,Never,2,1,0
+9940775958178,0,14.2,2,0,0,Low,Banking,0,0,Weekly,0,2,1
+9940554455594,0,30.3,6,0,1,High,Business,1,0,Weekly,7,0,0
+9940558456921,0,26.2,4,1,1,Low,Banking,0,0,Never,9,1,0
+9940554339310,0,30.6,6,1,0,Medium,Business,1,0,Never,2,1,0
+9940507394794,1,14.1,2,1,1,Medium,Business,0,0,Daily,7,0,1
+9940775177274,0,22.9,4,1,0,Medium,Business,0,0,Weekly,1,1,1
+9940501239199,0,26.6,5,0,1,Medium,Personal,0,0,Never,5,1,1
+9940505774648,1,35.4,8,0,1,Medium,Banking,1,1,Weekly,5,2,0
+9940511445132,0,42.3,8,0,0,Low,Business,1,1,Daily,4,0,1
+9940519378624,0,16.2,3,1,1,Medium,Banking,0,0,Weekly,8,1,1
+9940506414025,1,44.7,9,0,1,Medium,Personal,1,1,Daily,8,1,1
+9940504348290,1,25.1,2,4,0,Low,Banking,0,0,Weekly,6,4,1
+9940705375728,0,42.7,8,2,1,High,Business,1,1,Daily,7,2,1
+9940776572617,1,22.3,3,0,0,High,Business,0,0,Weekly,0,2,1
+9940503341661,1,14.7,3,0,1,High,Banking,0,0,Weekly,7,0,0
+9940513595544,0,29.8,5,1,1,Medium,Banking,1,0,Weekly,0,4,1
+9940554767904,1,17.8,3,0,1,High,Government,0,0,Weekly,9,1,0
+9940773327149,1,41.2,8,1,1,Medium,Personal,1,1,Weekly,5,0,1
+9940707821192,1,27.7,5,2,1,Medium,Personal,0,0,Daily,9,0,1
+9940701934338,1,31.3,6,1,1,High,Business,1,0,Daily,0,1,1
+9940558439502,1,19.9,4,0,0,Medium,Personal,0,0,Never,9,2,1
+9940554136747,1,30.6,6,0,1,High,Banking,1,0,Never,7,1,1
+9940506051007,1,28.5,6,0,1,High,Banking,1,0,Daily,7,0,1
+9940772419800,1,24.4,4,0,0,Medium,Business,0,0,Daily,3,0,0
+9940774468324,1,21.3,3,0,1,High,Personal,0,0,Weekly,0,3,1
+9940507791372,0,18.1,3,0,0,Medium,Banking,0,0,Never,8,1,0
+9940703436270,1,11.6,2,0,1,High,Business,0,0,Daily,3,1,1
+9940502190482,1,39.8,8,0,0,Medium,Business,1,1,Never,2,0,1
+9940705697265,1,25.0,4,1,1,Low,Government,0,0,Daily,5,2,1
+9940772462418,0,11.9,1,0,1,Low,Personal,0,0,Never,5,1,1
+9940503832746,1,11.9,1,0,0,Medium,Government,0,0,Daily,5,0,1
+9940555054146,1,30.7,6,0,1,Medium,Banking,1,0,Weekly,2,1,0
+9940506076855,1,13.2,3,0,0,High,Personal,0,0,Daily,0,0,1
+9940556754388,1,32.8,7,0,0,Medium,Banking,1,1,Weekly,4,0,1
+9940777089870,1,15.2,3,1,0,High,Personal,0,0,Never,6,1,0
+9940508598582,1,23.0,4,0,1,Low,Personal,0,0,Daily,4,0,1
+9940511594712,0,24.4,5,0,0,Medium,Personal,0,0,Weekly,8,2,1
+9940774260913,0,23.4,3,2,1,Low,Personal,0,0,Weekly,0,2,0
+9940511009607,1,35.4,7,0,0,High,Business,1,1,Daily,6,0,1
+9940501084984,0,40.4,7,1,1,High,Business,1,1,Daily,8,1,1
+9940552910494,0,41.6,8,0,0,High,Business,1,1,Weekly,1,0,1
+9940556383288,0,33.4,6,0,1,High,Business,1,0,Weekly,7,1,1
+9940709050602,1,32.3,6,0,0,High,Personal,1,0,Never,0,1,1
+9940517961870,0,35.5,7,0,1,Low,Personal,1,1,Weekly,6,3,1
+9940776816616,1,20.3,2,0,1,Medium,Personal,0,0,Weekly,1,4,1
+9940558003473,1,44.0,9,1,0,Low,Banking,1,1,Weekly,9,1,1
+9940512547642,1,31.1,4,1,1,High,Government,0,0,Daily,4,0,1
+9940778558516,1,39.9,8,0,0,High,Personal,1,1,Daily,6,3,1
+9940779012374,0,12.6,2,1,0,Low,Personal,0,0,Daily,0,1,1
+9940551855489,1,31.0,6,1,0,Low,Business,1,0,Weekly,4,0,0
+9940505229602,1,35.9,7,0,0,Medium,Government,1,1,Daily,2,1,1
+9940558470334,0,19.6,4,2,0,Medium,Personal,0,0,Daily,3,1,1
+9940555284825,1,17.0,1,0,0,High,Personal,0,0,Daily,0,0,1
+9940508564252,0,9.3,1,1,0,Medium,Banking,0,0,Daily,6,0,1
+9940709419876,0,17.7,2,0,1,Low,Business,0,0,Daily,4,3,0
+9940775271978,1,22.6,6,0,0,Medium,Business,1,0,Never,5,1,1
+9940501535380,1,40.5,8,1,1,Medium,Personal,1,1,Weekly,4,2,0
+9940704060473,0,16.3,2,1,1,Low,Personal,0,0,Weekly,9,0,1
+9940502936604,0,9.1,0,0,0,High,Banking,0,0,Never,8,3,1
+9940705267035,0,18.0,4,0,0,Medium,Banking,0,0,Daily,4,1,0
+9940556271941,0,17.9,3,1,1,Medium,Business,0,0,Weekly,1,1,1
+9940505175085,0,9.3,2,1,1,High,Banking,0,0,Daily,0,0,1
+9940772759378,1,11.9,2,1,0,High,Government,0,0,Weekly,6,2,0
+9940503710484,1,38.5,8,0,0,Medium,Business,1,1,Weekly,8,0,0
+9940557115742,1,13.8,2,0,0,Low,Banking,0,0,Daily,9,1,1
+9940501242847,1,37.2,8,4,1,Medium,Personal,1,1,Daily,0,5,1
+9940772926830,0,22.2,4,0,0,Medium,Business,0,0,Weekly,6,1,1
+9940709031072,1,31.9,6,0,1,Medium,Personal,1,0,Never,8,2,1
+9940771892412,1,24.5,3,0,1,Low,Business,0,0,Weekly,4,1,1
+9940554732712,0,34.0,7,1,1,Medium,Government,1,1,Weekly,6,2,1
+9940552862866,1,14.4,2,1,0,Medium,Business,0,0,Daily,4,1,1
+9940701941857,0,31.1,5,1,0,Medium,Government,0,0,Daily,9,1,1
+9940704804605,0,17.2,2,3,1,High,Business,0,0,Weekly,9,0,1
+9940775692978,0,25.1,4,0,1,High,Personal,0,0,Weekly,4,0,0
+9940502585244,1,22.3,5,0,1,Medium,Personal,0,0,Never,5,0,1
+9940701700146,1,35.1,8,1,1,High,Banking,1,1,Daily,9,4,1
+9940502212228,1,19.1,4,1,0,Medium,Government,0,0,Never,0,3,1
+9940516863897,1,34.2,6,0,1,High,Government,1,0,Weekly,2,2,1
+9940778742536,1,35.1,6,0,0,High,Personal,1,0,Daily,5,1,0
+9940512622620,0,15.9,3,0,0,High,Government,0,0,Daily,3,1,1
+9940703883574,0,30.1,5,1,1,Low,Business,1,0,Weekly,2,3,1
+9940554094339,1,29.9,5,0,1,Low,Personal,1,0,Weekly,6,1,0
+9940514246827,1,34.8,7,0,1,Medium,Banking,1,1,Daily,7,1,1
+9940513198703,0,23.7,3,1,0,Medium,Personal,0,0,Never,3,2,1
+9940551497433,0,21.2,4,0,0,High,Personal,0,0,Never,0,2,0
+9940705726400,1,33.2,7,1,0,Medium,Banking,1,1,Weekly,4,1,0
+9940704216326,1,34.0,8,0,1,Medium,Personal,1,1,Never,6,1,1
+9940774080319,1,16.7,2,0,0,Low,Personal,0,0,Never,7,2,1
+9940773383264,1,24.2,5,0,0,Low,Personal,1,0,Weekly,7,0,1
+9940709364054,1,43.2,8,0,1,High,Business,1,1,Daily,9,1,1
+9940706494364,1,36.8,8,0,0,High,Government,1,1,Weekly,1,2,1
+9940514768225,0,26.4,6,0,0,High,Personal,1,0,Daily,5,0,1
+9940552848512,0,24.8,4,2,1,Low,Personal,0,0,Daily,7,1,1
+9940508210111,1,25.7,5,1,0,Low,Banking,0,0,Weekly,5,1,1
+9940518995288,1,9.0,0,0,0,High,Banking,0,0,Daily,7,2,1
+9940771290869,0,16.1,2,0,0,Low,Banking,0,0,Daily,6,4,1
+9940559366998,1,36.7,7,1,1,High,Personal,1,1,Weekly,2,2,1
+9940507294780,1,16.9,3,0,1,Medium,Personal,0,0,Daily,9,1,1
+9940701898479,1,19.1,4,0,0,High,Government,0,0,Daily,6,2,1
+9940777778410,1,15.3,3,1,0,Medium,Personal,0,0,Never,4,1,1
+9940771966626,0,10.7,2,0,1,Medium,Personal,0,0,Weekly,2,2,1
+9940511457756,1,15.4,2,0,1,High,Government,0,0,Daily,0,2,1
+9940552037937,0,30.1,5,0,0,Medium,Personal,0,0,Never,3,2,1
+9940555138488,1,28.1,5,0,0,High,Banking,1,0,Daily,3,2,1
+9940516576122,0,15.9,3,1,1,High,Personal,0,0,Daily,7,1,0
+9940514665923,1,15.1,3,0,1,High,Government,0,0,Never,4,2,1
+9940512097720,0,9.6,2,2,0,High,Banking,0,0,Weekly,1,5,1
+9940772792516,1,19.4,2,1,0,Low,Business,0,0,Daily,6,5,0
+9940708671440,0,17.2,3,0,0,High,Personal,0,0,Weekly,7,0,1
+9940779663613,1,30.4,6,0,1,Low,Personal,1,0,Never,1,1,1
+9940777788442,0,25.9,5,2,0,Low,Government,0,0,Daily,4,0,0
+9940771930724,1,20.0,3,0,0,High,Personal,0,0,Daily,5,1,1
+9940508378278,0,33.7,5,1,0,Medium,Personal,0,0,Never,1,2,1
+9940777227899,1,32.4,7,2,1,Low,Personal,1,1,Daily,1,2,1
+9940505734544,0,25.4,5,0,1,Medium,Business,0,0,Daily,0,0,0
+9940552289146,1,35.0,6,2,1,Medium,Personal,1,0,Daily,3,3,1
+9940559970093,0,17.1,3,0,1,High,Banking,0,0,Never,4,1,1
+9940514983457,0,36.2,8,0,0,Medium,Personal,1,1,Weekly,8,0,1
+9940501397575,0,28.4,5,0,0,Medium,Business,0,0,Weekly,6,2,1
+9940502889716,1,36.6,8,0,1,High,Business,1,1,Never,8,1,0
+9940774611384,1,15.4,2,1,1,Low,Personal,0,0,Never,4,1,1
+9940511560941,0,39.6,7,0,0,Medium,Business,1,1,Never,0,1,1
+9940513915429,1,32.1,6,0,0,High,Personal,1,0,Never,5,0,0
+9940775215632,1,30.3,7,0,0,Medium,Business,1,1,Weekly,4,0,0
+9940509537808,1,20.0,3,0,1,High,Government,0,0,Never,0,1,0
+9940771777374,0,21.9,4,0,1,High,Business,0,0,Daily,3,0,1
+9940776191748,0,11.1,2,0,1,Low,Personal,0,0,Never,1,2,1
+9940559241849,1,14.9,3,0,0,Low,Business,0,0,Daily,1,2,1
+9940508255717,1,18.4,4,0,0,Medium,Personal,0,0,Daily,0,1,1
+9940509324472,0,28.9,5,1,0,Low,Personal,0,0,Never,2,1,1
+9940512533070,1,18.3,5,0,0,Medium,Personal,1,0,Never,7,0,1
+9940558212087,0,22.0,5,2,0,Medium,Business,0,0,Weekly,2,0,1
+9940509807706,0,28.2,5,0,0,Medium,Personal,0,0,Never,3,4,0
+9940553934294,1,11.0,2,0,1,Medium,Banking,0,0,Daily,7,0,1
+9940505487755,0,9.5,0,1,1,Low,Banking,0,0,Daily,0,3,0
+9940555777571,1,21.7,4,0,1,Medium,Personal,0,0,Weekly,1,3,1
+9940505443048,0,5.6,0,2,1,Medium,Banking,0,0,Weekly,5,2,1
+9940703608035,0,18.1,4,1,0,Medium,Personal,0,0,Weekly,1,0,0
+9940509737961,1,35.9,8,0,0,Medium,Personal,1,1,Daily,0,0,1
+9940509608469,0,29.2,6,2,0,Medium,Personal,1,0,Never,3,2,0
+9940504426590,1,23.7,5,0,0,High,Personal,0,0,Weekly,0,1,1
+9940778247627,0,28.6,5,0,0,Medium,Business,1,0,Daily,6,2,1
+9940504577724,1,21.4,3,0,0,High,Business,0,0,Daily,7,1,0
+9940558153294,1,41.4,7,0,0,High,Personal,1,1,Never,5,1,1
+9940556262773,1,39.1,8,0,1,Low,Business,1,1,Daily,0,1,1
+9940555231526,0,15.4,3,0,1,High,Personal,0,0,Daily,7,1,0
+9940702152473,1,26.7,5,1,1,Low,Government,1,0,Weekly,8,0,1
+9940776891317,1,23.4,4,0,1,Medium,Banking,0,0,Never,2,2,1
+9940513889770,1,26.1,5,0,1,Medium,Personal,0,0,Weekly,9,2,1
+9940772951727,0,13.9,1,0,1,High,Personal,0,0,Daily,2,1,1
+9940512738874,1,7.9,0,0,1,Low,Personal,0,0,Weekly,0,3,1
+9940779836897,1,30.1,6,0,0,Low,Business,1,0,Weekly,8,1,1
+9940551929551,1,15.1,3,0,0,High,Government,0,0,Daily,6,1,1
+9940708186731,1,29.3,4,0,0,Medium,Personal,0,0,Daily,8,1,1
+9940778795300,1,11.8,1,0,1,Medium,Government,0,0,Weekly,9,1,1
+9940701279476,1,40.8,8,0,0,High,Business,1,1,Never,4,1,1
+9940776303979,1,20.7,5,0,0,Medium,Banking,1,0,Daily,9,3,1
+9940556196642,0,36.6,8,0,0,High,Government,1,1,Weekly,3,0,1
+9940504228054,1,13.8,3,1,1,High,Personal,0,0,Daily,9,0,1
+9940557000427,1,18.0,3,0,0,Low,Business,0,0,Daily,8,1,0
+9940504678023,0,8.8,1,0,1,High,Business,0,0,Daily,1,0,1
+9940774957223,1,32.7,7,1,1,Medium,Personal,1,1,Daily,6,0,1
+9940514883670,1,18.2,2,0,0,Medium,Personal,0,0,Daily,1,2,1
+9940518206068,0,24.3,4,1,0,High,Government,0,0,Daily,3,0,1
+9940516698342,0,18.9,4,1,0,Medium,Personal,0,0,Never,4,0,1
+9940704411422,1,26.4,4,0,0,Medium,Personal,0,0,Daily,1,0,0
+9940559340923,0,11.8,2,0,0,Medium,Personal,0,0,Daily,8,0,0
+9940778218529,1,29.6,5,0,0,High,Personal,0,0,Weekly,3,1,1
+9940559395015,1,36.2,7,0,1,Medium,Personal,1,1,Daily,2,3,1
+9940517574507,1,34.4,7,1,1,High,Business,1,1,Weekly,9,0,0
+9940504523427,1,33.6,6,2,1,High,Personal,1,0,Weekly,9,0,1
+9940507956474,1,13.3,0,0,1,High,Government,0,0,Daily,5,2,1
+9940513963361,1,27.3,6,0,1,Medium,Personal,1,0,Daily,2,3,1
+9940773438358,0,10.2,0,0,1,High,Government,0,0,Weekly,5,1,1
+9940555059418,0,9.1,2,1,1,Medium,Personal,0,0,Daily,1,2,0
+9940779723733,1,28.9,4,0,0,High,Banking,0,0,Daily,4,3,1
+9940506111407,1,22.6,5,0,1,Medium,Banking,0,0,Weekly,4,1,1
+9940504453237,1,42.5,7,0,0,Medium,Personal,1,1,Weekly,3,2,0
+9940775156360,1,28.3,5,0,0,Medium,Personal,0,0,Daily,5,1,1
+9940503620946,0,23.9,4,0,0,Medium,Personal,0,0,Never,8,1,1
+9940506928780,1,37.8,7,1,0,High,Banking,1,1,Daily,2,1,1
+9940554153822,1,34.9,6,1,0,Medium,Personal,1,0,Never,6,4,1
+9940775989590,1,23.9,4,2,0,Medium,Personal,0,0,Weekly,4,1,1
+9940704328363,0,18.0,2,1,1,Medium,Business,0,0,Daily,5,1,1
+9940503886439,0,39.7,9,1,1,High,Government,1,1,Daily,2,0,1
+9940779732120,1,8.4,1,1,0,High,Banking,0,0,Weekly,5,1,1
+9940774111576,1,35.1,8,0,1,Medium,Government,1,1,Weekly,7,2,1
+9940771634683,1,18.0,3,0,1,High,Business,0,0,Daily,6,1,0
+9940774407334,0,25.6,4,2,0,Medium,Personal,0,0,Weekly,8,0,1
+9940515789295,0,18.6,3,0,0,High,Personal,0,0,Daily,0,0,0
+9940771851757,1,28.7,5,0,0,Low,Business,0,0,Weekly,8,1,1
+9940513751159,1,21.2,3,0,1,Medium,Business,0,0,Weekly,8,1,1
+9940772494563,1,18.1,4,1,1,High,Personal,0,0,Never,5,0,1
+9940555505834,1,29.3,5,0,1,Low,Business,0,0,Weekly,4,1,1
+9940707508023,1,31.0,5,0,0,High,Business,1,0,Daily,3,2,1
+9940709716321,1,18.5,2,2,1,Medium,Banking,0,0,Daily,2,1,1
+9940704501870,0,36.1,7,0,0,Medium,Personal,1,1,Never,5,1,1
+9940708769326,1,32.0,6,0,1,Medium,Personal,1,0,Weekly,9,0,0
+9940702930850,0,21.1,3,0,1,Medium,Business,0,0,Daily,9,1,1
+9940708024472,0,25.7,3,0,1,Low,Banking,0,0,Never,9,1,1
+9940506064051,0,29.1,6,0,0,High,Banking,1,0,Never,0,2,1
+9940777823558,1,23.9,5,0,1,High,Business,1,0,Daily,3,3,0
+9940557799855,0,25.5,3,1,1,High,Banking,0,0,Never,3,2,1
+9940515791890,0,8.6,0,1,1,Low,Personal,0,0,Never,9,3,1
+9940553316801,1,27.5,4,1,1,High,Banking,0,0,Weekly,1,1,1
+9940775735656,0,19.6,3,1,1,Low,Government,0,0,Daily,1,2,0
+9940778441108,1,29.7,6,0,0,High,Government,1,0,Weekly,3,1,1
+9940779735930,1,36.3,7,1,1,High,Personal,1,1,Weekly,5,2,0
+9940559347542,1,47.2,8,0,0,High,Personal,1,1,Daily,0,1,1
+9940702633203,1,9.4,1,2,0,Medium,Personal,0,0,Weekly,6,0,1
+9940516376550,1,19.1,4,0,1,High,Business,0,0,Weekly,7,1,1
+9940701941354,0,13.0,2,1,1,Medium,Personal,0,0,Never,3,0,1
+9940707020528,0,24.6,3,0,1,Medium,Personal,0,0,Weekly,4,3,1
+9940519931020,1,38.2,8,2,0,Medium,Banking,1,1,Weekly,9,0,1
+9940511473183,0,32.8,7,0,0,Medium,Personal,1,1,Weekly,3,1,1
+9940506909153,0,5.3,0,1,0,Medium,Personal,0,0,Daily,3,1,0
+9940509509678,1,40.3,7,0,0,Medium,Business,1,1,Weekly,5,0,1
+9940558624658,0,24.2,4,1,1,High,Personal,0,0,Weekly,7,1,1
+9940554532362,1,29.9,6,1,1,Medium,Personal,1,0,Weekly,4,2,1
+9940501935297,1,30.5,5,0,1,Low,Personal,1,0,Weekly,7,0,0
+9940559315102,1,12.8,2,0,0,Low,Government,0,0,Never,1,3,1
+9940709291901,0,30.3,7,0,1,Medium,Banking,1,1,Weekly,6,3,0
+9940516210797,0,35.0,6,0,0,Low,Personal,1,0,Weekly,4,0,1
+9940519810051,1,23.0,5,0,0,High,Business,0,0,Weekly,1,1,1
+9940511041569,0,17.1,4,0,1,Low,Personal,0,0,Never,0,0,1
+9940556549495,1,17.2,3,1,0,High,Business,0,0,Daily,0,2,1
+9940511346877,1,30.0,5,1,1,High,Personal,1,0,Daily,9,2,0
+9940709421247,0,16.9,2,1,0,Medium,Government,0,0,Daily,7,1,1
+9940517123768,0,20.3,3,1,0,High,Personal,0,0,Never,5,0,1
+9940559220857,0,27.9,4,1,1,Low,Personal,0,0,Weekly,3,0,1
+9940516064011,0,19.7,3,0,1,High,Personal,0,0,Never,1,1,1
+9940501749367,1,18.6,3,0,1,Low,Personal,0,0,Weekly,4,1,1
+9940701238791,1,25.4,6,1,1,Low,Banking,1,0,Weekly,9,0,1
+9940514020160,1,23.2,4,1,0,Medium,Personal,0,0,Never,2,3,1
+9940517691138,1,25.8,5,0,1,High,Personal,0,0,Never,3,2,1
+9940702359290,1,36.5,6,0,1,Low,Government,1,0,Weekly,1,0,0
+9940778669307,1,16.2,3,0,1,Medium,Banking,0,0,Daily,4,3,1
+9940703155350,1,13.4,1,0,1,High,Government,0,0,Never,0,1,1
+9940775467756,1,25.8,6,0,1,Medium,Personal,1,0,Daily,3,1,1
+9940772827729,1,19.8,2,1,0,High,Personal,0,0,Never,6,2,0
+9940555191816,1,28.9,5,0,0,Medium,Banking,1,0,Weekly,1,1,0
+9940705069566,1,25.6,5,0,0,High,Banking,1,0,Never,9,3,1
+9940511049257,1,38.4,8,3,0,High,Banking,1,1,Daily,3,1,1
+9940556110302,0,34.3,6,0,1,Medium,Personal,1,0,Never,1,0,1
+9940558079846,1,26.2,4,0,1,Medium,Personal,0,0,Weekly,5,4,0
+9940779426483,1,20.5,4,0,0,Medium,Business,0,0,Never,3,2,1
+9940773976444,0,32.5,5,1,0,Medium,Personal,1,0,Daily,3,0,0
+9940558925275,1,39.5,8,0,1,Medium,Business,1,1,Never,2,2,1
+9940708908871,1,38.9,8,1,1,Medium,Personal,1,1,Weekly,7,0,0
+9940519895443,1,41.1,9,2,1,High,Personal,1,1,Daily,7,1,0
+9940774357544,1,29.6,6,0,1,Medium,Business,1,0,Daily,5,1,0
+9940558658022,0,18.9,1,1,0,Medium,Government,0,0,Daily,6,1,0
+9940556085700,0,17.8,3,0,0,Low,Banking,0,0,Weekly,8,1,1
+9940701524436,1,27.9,6,0,0,Low,Personal,1,0,Weekly,2,1,1
+9940703433075,0,25.7,5,0,0,Medium,Personal,1,0,Never,7,1,1
+9940507048461,0,12.4,1,0,1,Low,Government,0,0,Never,2,0,1
+9940512445294,1,36.9,8,1,1,High,Business,1,1,Never,3,0,1
+9940504912587,1,18.0,4,0,1,High,Personal,0,0,Daily,5,0,1
+9940707974170,1,25.3,4,2,0,Low,Personal,0,0,Weekly,8,3,1
+9940502347835,1,31.6,6,0,0,Medium,Government,1,0,Never,1,1,1
+9940515469313,1,29.8,5,0,0,High,Personal,0,0,Daily,4,1,1
+9940552933727,1,23.6,4,1,1,Medium,Personal,0,0,Weekly,4,1,1
+9940705828390,1,11.7,1,0,0,High,Banking,0,0,Daily,5,0,1
+9940553166402,0,35.8,6,0,0,Medium,Personal,1,0,Weekly,4,0,1
+9940779688742,1,25.0,4,0,0,High,Business,0,0,Daily,1,1,1
+9940771690310,1,28.5,5,1,0,High,Personal,0,0,Daily,3,2,1
+9940509672218,1,23.6,4,0,0,Medium,Personal,0,0,Daily,9,4,1
+9940778126873,0,19.8,2,0,0,Low,Business,0,0,Weekly,2,4,1
+9940708700778,0,29.5,4,2,0,High,Banking,0,0,Daily,6,1,1
+9940708663580,1,34.9,8,0,1,High,Personal,1,1,Daily,6,1,1
+9940502688483,1,33.3,6,1,1,High,Government,1,0,Daily,8,2,1
+9940709379824,1,30.7,5,0,1,Medium,Government,1,0,Never,4,3,1
+9940706348453,1,35.9,6,0,1,High,Business,1,0,Weekly,9,3,1
+9940559659414,1,26.9,3,0,0,High,Banking,0,0,Daily,5,0,1
+9940508903325,1,34.0,7,2,0,High,Personal,1,1,Weekly,0,1,0
+9940556216490,1,30.0,6,2,0,Medium,Personal,1,0,Never,1,2,1
+9940774370175,0,8.5,1,1,1,Medium,Personal,0,0,Weekly,0,1,0
+9940702055584,1,44.9,9,0,0,High,Government,1,1,Weekly,9,0,1
+9940501909955,1,25.6,5,0,1,Medium,Personal,0,0,Weekly,6,1,1
+9940774507386,0,13.5,1,0,1,Medium,Business,0,0,Weekly,0,0,1
+9940778298665,0,6.6,0,0,1,Low,Business,0,0,Daily,2,0,1
+9940505548093,0,17.0,2,1,1,Low,Government,0,0,Weekly,5,1,1
+9940775335871,1,32.8,5,1,0,High,Personal,1,0,Daily,4,1,1
+9940553200083,0,17.1,3,1,1,Medium,Personal,0,0,Weekly,6,1,1
+9940556079533,1,43.3,9,0,1,Low,Business,1,1,Daily,6,1,0
+9940556742677,1,39.1,7,1,1,Low,Personal,1,1,Daily,8,2,0
+9940709839297,1,26.5,5,0,0,High,Personal,0,0,Weekly,0,0,1
+9940777564751,1,17.8,4,2,0,Medium,Business,0,0,Weekly,6,3,0
+9940706464902,1,16.2,1,0,0,Low,Personal,0,0,Weekly,9,2,1
+9940779190690,1,29.3,5,0,1,High,Business,1,0,Daily,0,1,1
+9940774824814,0,30.1,5,0,1,Medium,Government,0,0,Daily,3,1,1
+9940509414539,1,31.8,5,0,0,Medium,Government,0,0,Never,1,1,1
