phone_number,trips,spend,app_ratio,cash_ratio,ticket_class,loyalty,delay,cancellations,group_travel,route_type,seasonal_traveler,heavy_luggage,marketing_consent
+9940704042785,1,34.43,0.418,0.582,Standard,140,1,0,0,domestic,1,0,1
+9940776870317,1,40.03,0.635,0.365,Business,121,2,0,1,nakhchivan,1,0,0
+9940777720592,1,36.33,0.195,0.805,Standard,178,0,0,1,domestic,0,1,1
+9940518408145,4,81.18,0.481,0.519,Standard,508,0,0,0,domestic,0,0,0
+9940514079842,2,66.0,0.333,0.667,Standard,146,1,0,0,nakhchivan,1,0,1
+9940502512007,0,10.0,0.189,0.811,Standard,0,0,0,0,domestic,1,1,1
+9940501237131,3,127.36,0.987,0.013,Business,270,1,0,0,domestic,1,0,1
+9940552321773,1,86.11,0.692,0.308,Business,186,1,0,0,domestic,0,0,1
+9940551586455,2,47.12,0.572,0.428,Standard,156,2,0,0,nakhchivan,0,0,1
+9940518747207,2,10.0,0.559,0.441,Standard,394,3,0,0,domestic,0,0,1
+9940513415719,3,63.19,0.048,0.952,Standard,588,1,0,0,nakhchivan,0,0,1
+9940778408120,5,48.69,0.092,0.908,Standard,905,0,0,0,nakhchivan,1,1,0
+9940555978429,0,45.91,0.716,0.284,Business,0,1,0,0,domestic,1,0,0
+9940775850475,1,76.29,0.74,0.26,Business,102,1,1,1,domestic,0,0,1
+9940775093139,0,78.84,0.844,0.156,Business,0,0,1,1,domestic,0,1,1
+9940518372798,2,123.22,0.646,0.354,Business,172,0,1,0,nakhchivan,1,0,1
+9940511391041,1,22.44,0.475,0.525,Standard,92,3,0,0,nakhchivan,0,0,0
+9940771834804,2,93.87,0.626,0.374,Business,178,0,0,0,domestic,1,1,0
+9940704810491,6,26.54,0.203,0.797,Standard,1110,0,0,0,domestic,0,1,1
+9940514550333,2,81.5,0.567,0.433,Standard,290,0,0,0,domestic,1,1,1
+9940705910371,1,59.58,0.847,0.153,Business,59,2,0,0,domestic,1,0,1
+9940557640177,0,78.5,0.576,0.424,Standard,0,0,0,0,domestic,0,1,0
+9940776287905,0,85.86,0.469,0.531,Standard,0,1,1,1,domestic,0,0,1
+9940513317067,2,20.69,0.432,0.568,Standard,296,0,0,0,nakhchivan,0,0,0
+9940773945623,1,16.41,0.963,0.037,Business,113,3,0,0,nakhchivan,0,1,1
+9940777770959,1,68.06,0.415,0.585,Standard,79,0,0,0,nakhchivan,1,1,1
+9940502813209,2,10.0,0.509,0.491,Standard,268,2,0,0,nakhchivan,0,0,1
+9940505537606,1,77.11,0.466,0.534,Standard,166,0,0,0,international,1,0,1
+9940555849122,1,68.55,0.726,0.274,Business,51,1,0,0,international,0,1,1
+9940507752393,2,11.67,0.302,0.698,Standard,304,2,1,1,international,0,0,1
+9940517429189,2,79.62,0.367,0.633,Standard,310,1,1,1,nakhchivan,1,1,1
+9940555182116,0,79.96,0.647,0.353,Business,0,1,0,1,domestic,0,0,0
+9940773782480,2,26.82,0.882,0.118,Business,260,0,0,0,nakhchivan,0,0,1
+9940774311138,4,80.08,0.919,0.081,Business,304,0,0,0,domestic,0,1,1
+9940504704311,2,52.4,0.642,0.358,Business,320,1,0,0,domestic,0,1,0
+9940772972702,1,10.0,0.098,0.902,Standard,117,0,0,0,domestic,1,0,1
+9940506628666,2,96.11,0.355,0.645,Standard,166,0,0,0,domestic,1,0,1
+9940702875413,0,62.51,0.726,0.274,Business,0,1,0,1,domestic,1,1,1
+9940776838093,2,105.91,0.818,0.182,Business,368,1,0,0,domestic,0,1,1
+9940777763416,5,34.6,0.425,0.575,Standard,655,1,0,1,domestic,0,1,1
+9940519656545,2,55.59,0.454,0.546,Standard,216,0,0,0,nakhchivan,0,1,1
+9940772070193,4,69.53,0.773,0.227,Business,548,1,1,1,domestic,0,0,1
+9940507837580,9,92.06,0.157,0.843,Standard,1116,0,0,1,international,0,0,1
+9940551773841,2,42.38,0.03,0.97,Standard,204,1,2,1,domestic,0,0,1
+9940554035227,3,78.16,0.181,0.819,Standard,372,2,0,1,domestic,1,0,0
+9940512586622,1,35.58,0.279,0.721,Standard,103,2,0,1,nakhchivan,0,1,1
+9940502460557,1,100.05,0.24,0.76,Standard,131,0,0,0,domestic,0,0,1
+9940702578118,1,10.0,0.11,0.89,Standard,193,2,0,0,nakhchivan,1,1,1
+9940511395443,3,97.63,0.461,0.539,Standard,498,1,1,1,nakhchivan,1,1,1
+9940708407967,2,36.12,0.458,0.542,Standard,210,1,0,0,domestic,1,0,0
+9940551550156,1,15.09,0.519,0.481,Standard,111,0,1,0,domestic,0,1,1
+9940514586559,2,120.48,0.368,0.632,Standard,358,2,0,0,domestic,1,1,0
+9940777292462,1,45.05,0.487,0.513,Standard,77,1,0,1,domestic,0,1,1
+9940509913495,0,56.95,0.155,0.845,Standard,0,1,0,0,domestic,0,1,1
+9940708683348,0,85.0,0.615,0.385,Business,0,0,1,0,domestic,0,0,1
+9940702234901,6,74.97,0.65,0.35,Business,798,1,0,1,domestic,1,0,1
+9940519889647,2,79.7,0.726,0.274,Business,386,1,0,1,domestic,0,0,1
+9940516881857,0,67.94,0.412,0.588,Standard,0,3,0,0,domestic,1,0,1
+9940502616113,2,37.54,0.841,0.159,Business,170,1,0,0,nakhchivan,0,0,1
+9940775038565,4,73.35,0.661,0.339,Business,304,0,0,0,nakhchivan,1,0,1
+9940779260938,3,126.08,0.668,0.332,Business,333,1,1,0,domestic,1,0,0
+9940514536263,2,81.52,0.578,0.422,Standard,264,0,0,1,international,0,1,0
+9940502652739,3,50.89,0.454,0.546,Standard,567,0,0,0,domestic,0,0,0
+9940508875756,1,49.51,0.777,0.223,Business,181,0,0,0,nakhchivan,1,0,1
+9940509576780,3,59.92,0.353,0.647,Standard,522,1,0,1,nakhchivan,0,0,0
+9940779780359,4,28.61,0.297,0.703,Standard,564,2,0,0,international,0,0,1
+9940779601390,0,95.31,0.132,0.868,Standard,0,0,0,0,international,0,0,1
+9940508855729,2,40.04,0.617,0.383,Business,286,1,0,1,domestic,0,0,1
+9940705090404,0,73.87,0.737,0.263,Business,0,0,0,1,domestic,1,1,1
+9940502730705,3,143.59,0.771,0.229,Business,210,0,0,1,domestic,0,0,1
+9940516554408,2,39.74,0.209,0.791,Standard,180,1,0,0,nakhchivan,0,1,1
+9940552987181,1,46.3,0.545,0.455,Standard,165,2,0,0,domestic,0,1,0
+9940705258398,2,71.15,0.844,0.156,Business,304,1,0,0,domestic,1,0,1
+9940776904664,1,89.86,0.581,0.419,Standard,58,2,0,0,domestic,0,0,0
+9940509519217,1,31.4,0.552,0.448,Standard,187,0,0,1,domestic,0,0,0
+9940503601751,1,76.88,0.797,0.203,Business,166,3,1,0,domestic,0,0,1
+9940513267224,1,70.87,0.418,0.582,Standard,67,0,0,1,nakhchivan,0,0,1
+9940517612525,0,23.1,0.31,0.69,Standard,0,1,1,1,domestic,1,1,0
+9940771058139,1,44.1,0.759,0.241,Business,67,1,0,1,nakhchivan,1,0,0
+9940706097785,2,96.31,0.814,0.186,Business,300,1,1,0,international,1,1,1
+9940517713244,1,42.63,0.565,0.435,Standard,168,1,0,0,domestic,0,1,1
+9940775958178,1,10.0,0.24,0.76,Standard,83,0,0,0,domestic,1,1,1
+9940554455594,2,48.21,0.636,0.364,Business,396,4,0,0,domestic,0,1,1
+9940558456921,3,105.54,0.409,0.591,Standard,540,0,0,0,domestic,1,0,1
+9940554339310,1,10.0,0.671,0.329,Business,80,0,0,0,domestic,0,0,0
+9940507394794,1,60.69,0.278,0.722,Standard,98,2,0,0,domestic,1,1,1
+9940775177274,2,72.92,0.48,0.52,Standard,378,2,0,1,domestic,0,0,1
+9940501239199,3,58.88,0.531,0.469,Standard,552,0,0,0,domestic,1,0,0
+9940505774648,2,10.0,0.855,0.145,Business,142,0,0,0,international,1,1,0
+9940511445132,2,46.72,0.857,0.143,Business,114,1,0,0,domestic,1,0,0
+9940519378624,3,37.03,0.396,0.604,Standard,564,1,0,0,domestic,0,1,1
+9940506414025,0,115.77,0.926,0.074,Business,0,1,0,0,domestic,0,0,0
+9940504348290,2,22.52,0.249,0.751,Standard,218,1,0,1,domestic,1,1,0
+9940705375728,2,76.44,0.815,0.185,Business,138,0,0,1,domestic,0,0,1
+9940776572617,3,24.22,0.339,0.661,Standard,507,1,1,1,domestic,0,1,0
+9940503341661,1,78.89,0.326,0.674,Standard,170,1,0,0,domestic,0,0,0
+9940513595544,0,45.58,0.552,0.448,Standard,0,0,0,0,domestic,1,1,1
+9940554767904,2,41.77,0.351,0.649,Standard,152,1,0,1,international,0,1,1
+9940773327149,2,98.34,0.836,0.164,Business,390,1,0,0,nakhchivan,0,0,1
+9940707821192,4,40.91,0.501,0.499,Standard,236,1,0,0,domestic,0,0,0
+9940701934338,3,10.0,0.685,0.315,Business,561,2,0,0,international,0,0,1
+9940558439502,2,34.55,0.462,0.538,Standard,196,0,0,0,international,0,0,1
+9940554136747,2,56.85,0.665,0.335,Business,188,0,1,0,nakhchivan,1,0,0
+9940506051007,2,82.66,0.631,0.369,Business,192,1,0,1,domestic,0,0,1
+9940772419800,1,10.0,0.45,0.55,Standard,72,1,0,0,domestic,0,0,1
+9940774468324,1,49.39,0.329,0.671,Standard,166,1,0,0,nakhchivan,0,0,1
+9940507791372,2,19.35,0.334,0.666,Standard,166,0,0,0,nakhchivan,0,0,1
+9940703436270,6,10.0,0.223,0.777,Standard,354,0,0,0,domestic,1,0,1
+9940502190482,2,108.63,0.887,0.113,Business,138,2,0,1,nakhchivan,0,0,1
+9940705697265,4,56.43,0.434,0.566,Standard,696,3,0,1,domestic,0,0,0
+9940772462418,1,17.36,0.187,0.813,Standard,190,1,0,0,domestic,0,1,0
+9940503832746,1,45.17,0.16,0.84,Standard,71,1,1,0,international,1,1,1
+9940555054146,1,34.18,0.632,0.368,Business,168,3,1,0,domestic,1,0,1
+9940506076855,2,31.42,0.308,0.692,Standard,190,1,0,0,international,1,1,1
+9940556754388,2,76.56,0.765,0.235,Business,188,1,0,0,domestic,0,1,1
+9940777089870,2,109.76,0.309,0.691,Standard,326,0,0,1,domestic,0,0,1
+9940508598582,2,88.23,0.408,0.592,Standard,192,0,0,1,nakhchivan,1,0,0
+9940511594712,0,24.51,0.51,0.49,Standard,0,0,0,0,international,0,1,1
+9940774260913,0,38.44,0.351,0.649,Standard,0,0,0,1,domestic,0,0,1
+9940511009607,3,38.91,0.712,0.288,Business,528,2,0,0,domestic,1,0,1
+9940501084984,4,74.5,0.739,0.261,Business,716,1,0,1,international,1,1,0
+9940552910494,2,73.85,0.808,0.192,Business,188,0,1,0,domestic,0,0,1
+9940556383288,1,30.58,0.613,0.387,Business,56,0,0,0,domestic,0,0,0
+9940709050602,2,70.41,0.628,0.372,Business,380,1,0,0,nakhchivan,1,0,1
+9940517961870,1,80.14,0.769,0.231,Business,101,1,0,0,domestic,0,0,0
+9940776816616,1,68.48,0.282,0.718,Standard,123,1,1,0,international,0,0,1
+9940558003473,3,35.01,0.925,0.075,Business,576,4,0,0,nakhchivan,0,0,0
+9940512547642,2,84.28,0.482,0.518,Standard,126,1,0,0,domestic,0,0,0
+9940778558516,2,79.53,0.848,0.152,Business,238,1,0,1,nakhchivan,1,1,1
+9940779012374,1,58.13,0.208,0.792,Standard,71,4,0,0,nakhchivan,0,1,1
+9940551855489,1,86.13,0.639,0.361,Business,123,0,0,0,domestic,0,0,1
+9940505229602,5,89.61,0.786,0.214,Business,355,2,0,1,domestic,0,1,1
+9940558470334,5,132.8,0.439,0.561,Standard,500,1,1,1,international,1,1,1
+9940555284825,2,65.18,0.182,0.818,Standard,242,1,0,0,domestic,1,0,1
+9940508564252,3,65.32,0.123,0.877,Standard,546,0,2,1,domestic,0,0,1
+9940709419876,1,16.32,0.259,0.741,Standard,121,0,0,0,international,1,0,1
+9940775271978,4,80.01,0.614,0.386,Business,532,1,0,0,domestic,0,0,1
+9940501535380,1,53.33,0.883,0.117,Business,133,2,1,0,domestic,0,0,1
+9940704060473,1,59.35,0.267,0.733,Standard,195,2,1,0,domestic,0,1,1
+9940502936604,1,13.71,0.081,0.919,Standard,82,0,2,1,domestic,0,0,1
+9940705267035,3,30.45,0.443,0.557,Standard,243,2,1,0,domestic,0,0,1
+9940556271941,3,51.82,0.312,0.688,Standard,315,0,0,1,domestic,0,1,1
+9940505175085,2,16.79,0.203,0.797,Standard,122,2,0,0,domestic,0,0,1
+9940772759378,2,82.94,0.229,0.771,Standard,200,2,0,0,international,0,1,1
+9940503710484,2,72.92,0.832,0.168,Business,114,1,0,0,domestic,1,1,1
+9940557115742,2,81.98,0.22,0.78,Standard,272,0,0,0,domestic,0,1,0
+9940501242847,2,56.42,0.86,0.14,Business,168,1,0,1,international,0,0,0
+9940772926830,1,105.93,0.422,0.578,Standard,148,2,0,1,nakhchivan,0,0,0
+9940709031072,1,135.51,0.628,0.372,Business,53,2,0,1,international,1,1,1
+9940771892412,3,54.98,0.326,0.674,Standard,198,0,0,0,domestic,0,1,0
+9940554732712,1,61.59,0.705,0.295,Business,141,2,0,0,nakhchivan,0,0,0
+9940552862866,0,58.14,0.281,0.719,Standard,0,2,1,1,domestic,1,0,1
+9940701941857,3,37.62,0.529,0.471,Standard,261,0,0,1,domestic,0,1,1
+9940704804605,0,10.0,0.261,0.739,Standard,0,1,0,0,domestic,1,1,1
+9940775692978,4,48.9,0.419,0.581,Standard,528,1,0,1,domestic,0,1,1
+9940502585244,3,82.51,0.502,0.498,Standard,288,1,0,0,domestic,0,1,1
+9940701700146,3,62.09,0.816,0.184,Business,576,2,0,0,domestic,1,0,1
+9940502212228,1,40.67,0.48,0.52,Standard,118,0,0,0,domestic,1,0,1
+9940516863897,2,96.36,0.668,0.332,Business,292,1,0,0,domestic,1,0,0
+9940778742536,5,73.34,0.627,0.373,Business,285,1,1,1,domestic,0,0,1
+9940512622620,1,149.59,0.327,0.673,Standard,60,2,0,1,domestic,0,1,1
+9940703883574,0,82.34,0.582,0.418,Standard,0,2,1,1,domestic,1,1,1
+9940554094339,2,76.47,0.559,0.441,Standard,324,2,1,0,domestic,0,0,0
+9940514246827,0,50.05,0.724,0.276,Business,0,0,0,1,domestic,0,0,1
+9940513198703,1,84.88,0.378,0.622,Standard,110,2,1,0,domestic,1,0,1
+9940551497433,2,26.48,0.405,0.595,Standard,362,3,3,0,nakhchivan,1,0,1
+9940705726400,3,63.96,0.758,0.242,Business,156,2,0,0,nakhchivan,1,0,0
+9940704216326,1,57.04,0.826,0.174,Business,109,0,0,0,domestic,0,0,1
+9940774080319,1,78.71,0.266,0.734,Standard,126,0,0,1,international,1,1,0
+9940773383264,8,72.5,0.571,0.429,Standard,656,0,0,1,nakhchivan,1,0,0
+9940709364054,4,65.67,0.897,0.103,Business,600,0,0,0,nakhchivan,1,0,1
+9940706494364,4,98.74,0.826,0.174,Business,704,0,1,0,international,0,0,0
+9940514768225,2,108.2,0.611,0.389,Business,386,1,0,0,international,0,0,1
+9940552848512,2,105.59,0.466,0.534,Standard,184,1,0,1,domestic,0,0,1
+9940508210111,5,87.84,0.539,0.461,Standard,475,0,0,0,domestic,1,1,1
+9940518995288,3,74.74,0.076,0.924,Standard,213,2,0,0,domestic,1,0,0
+9940771290869,6,87.21,0.297,0.703,Standard,846,2,0,0,international,1,1,1
+9940559366998,3,74.69,0.775,0.225,Business,474,2,0,0,domestic,1,0,0
+9940507294780,2,89.82,0.338,0.662,Standard,328,3,0,1,nakhchivan,1,0,0
+9940701898479,1,57.8,0.439,0.561,Standard,74,4,0,1,nakhchivan,0,0,1
+9940777778410,1,68.38,0.36,0.64,Standard,161,1,0,0,domestic,0,0,1
+9940771966626,2,106.09,0.215,0.785,Standard,260,1,0,1,domestic,1,1,1
+9940511457756,1,87.65,0.294,0.706,Standard,116,1,1,0,domestic,0,0,1
+9940552037937,3,84.19,0.547,0.453,Standard,192,1,0,1,nakhchivan,0,1,1
+9940555138488,1,62.01,0.591,0.409,Standard,100,2,0,0,nakhchivan,1,0,1
+9940516576122,1,64.2,0.303,0.697,Standard,78,2,0,0,domestic,1,1,1
+9940514665923,1,33.73,0.322,0.678,Standard,160,1,0,0,domestic,0,0,0
+9940512097720,2,62.05,0.261,0.739,Standard,286,5,0,0,international,0,1,1
+9940772792516,1,66.84,0.274,0.726,Standard,109,2,0,0,domestic,1,1,0
+9940708671440,0,70.66,0.366,0.634,Standard,0,2,1,0,domestic,1,1,1
+9940779663613,2,25.6,0.656,0.344,Business,132,0,0,1,domestic,0,1,0
+9940777788442,1,110.48,0.536,0.464,Standard,65,2,0,0,domestic,0,1,1
+9940771930724,0,50.34,0.4,0.6,Standard,0,0,0,1,domestic,0,0,1
+9940508378278,0,18.29,0.508,0.492,Standard,0,2,0,0,domestic,1,0,1
+9940777227899,1,37.08,0.702,0.298,Business,88,0,0,1,international,0,1,1
+9940505734544,2,29.77,0.548,0.452,Standard,398,1,0,0,domestic,1,0,1
+9940552289146,1,39.97,0.699,0.301,Business,160,1,2,0,nakhchivan,1,1,1
+9940559970093,3,73.77,0.308,0.692,Standard,453,1,1,0,domestic,1,0,0
+9940514983457,2,93.39,0.878,0.122,Business,228,1,0,0,domestic,0,1,1
+9940501397575,0,51.86,0.548,0.452,Standard,0,0,0,0,nakhchivan,1,0,1
+9940502889716,2,10.0,0.833,0.167,Business,246,2,0,0,domestic,1,1,1
+9940774611384,2,19.19,0.272,0.728,Standard,336,0,0,0,international,0,0,0
+9940511560941,4,73.59,0.784,0.216,Business,452,3,0,1,domestic,0,0,1
+9940513915429,1,26.53,0.609,0.391,Business,161,0,1,0,domestic,0,0,0
+9940775215632,3,57.53,0.701,0.299,Business,492,2,1,0,international,1,0,0
+9940509537808,2,22.67,0.345,0.655,Standard,300,2,0,0,domestic,1,0,1
+9940771777374,3,56.49,0.432,0.568,Standard,312,2,0,0,nakhchivan,0,0,1
+9940776191748,0,51.53,0.217,0.783,Standard,0,0,0,0,domestic,0,1,1
+9940559241849,3,54.03,0.335,0.665,Standard,351,1,0,0,domestic,0,0,1
+9940508255717,0,46.77,0.404,0.596,Standard,0,4,2,1,domestic,0,0,1
+9940509324472,3,16.17,0.513,0.487,Standard,231,1,1,0,international,1,0,0
+9940512533070,1,90.5,0.58,0.42,Standard,118,1,0,0,domestic,0,0,1
+9940558212087,2,52.96,0.507,0.493,Standard,326,1,0,0,domestic,0,0,1
+9940509807706,1,85.73,0.516,0.484,Standard,84,1,0,1,nakhchivan,1,0,1
+9940553934294,2,63.33,0.249,0.751,Standard,378,0,0,0,international,1,0,0
+9940505487755,1,76.83,0.092,0.908,Standard,178,2,1,0,nakhchivan,0,0,1
+9940555777571,2,50.88,0.457,0.543,Standard,340,3,0,0,nakhchivan,0,1,0
+9940505443048,6,58.11,0.09,0.91,Standard,876,0,0,0,international,0,1,0
+9940703608035,2,38.03,0.442,0.558,Standard,138,1,0,0,nakhchivan,0,1,1
+9940509737961,0,61.14,0.815,0.185,Business,0,0,0,0,domestic,0,0,1
+9940509608469,4,67.59,0.609,0.391,Business,648,1,0,0,nakhchivan,0,1,1
+9940504426590,2,23.79,0.522,0.478,Standard,294,1,0,1,international,0,0,0
+9940778247627,0,68.22,0.562,0.438,Standard,0,1,0,0,domestic,0,0,1
+9940504577724,2,82.19,0.302,0.698,Standard,128,0,0,0,domestic,1,0,1
+9940558153294,2,111.3,0.79,0.21,Business,166,2,0,0,domestic,0,0,1
+9940556262773,5,59.33,0.889,0.111,Business,800,2,0,1,domestic,0,0,1
+9940555231526,2,50.78,0.338,0.662,Standard,100,0,0,0,domestic,0,1,1
+9940702152473,7,10.05,0.57,0.43,Standard,1141,0,0,0,nakhchivan,1,1,1
+9940776891317,3,47.69,0.436,0.564,Standard,549,0,1,1,international,0,0,1
+9940513889770,1,79.9,0.545,0.455,Standard,142,2,0,1,domestic,0,1,1
+9940772951727,1,53.12,0.181,0.819,Standard,101,0,0,1,domestic,0,0,1
+9940512738874,3,10.0,0.061,0.939,Standard,213,2,1,0,international,0,1,1
+9940779836897,3,50.84,0.666,0.334,Business,369,0,0,0,international,0,1,1
+9940551929551,1,57.81,0.349,0.651,Standard,176,0,0,0,domestic,1,1,1
+9940708186731,1,62.11,0.411,0.589,Standard,95,3,0,0,international,0,0,1
+9940778795300,3,102.22,0.156,0.844,Standard,297,1,0,0,domestic,1,1,1
+9940701279476,1,77.16,0.852,0.148,Business,162,0,0,0,domestic,1,0,0
+9940776303979,5,35.47,0.579,0.421,Standard,255,1,0,0,nakhchivan,1,0,1
+9940556196642,2,56.71,0.819,0.181,Business,154,0,0,0,domestic,1,1,1
+9940504228054,0,34.52,0.373,0.627,Standard,0,1,0,0,domestic,0,0,1
+9940557000427,3,74.81,0.374,0.626,Standard,273,2,0,0,nakhchivan,1,0,1
+9940504678023,1,56.94,0.171,0.829,Standard,136,1,1,0,domestic,0,0,0
+9940774957223,0,66.93,0.789,0.211,Business,0,0,1,1,nakhchivan,1,0,0
+9940514883670,3,45.62,0.263,0.737,Standard,456,2,0,0,domestic,0,0,1
+9940518206068,0,10.0,0.422,0.578,Standard,0,4,0,1,domestic,0,0,1
+9940516698342,3,62.82,0.421,0.579,Standard,441,1,0,1,domestic,1,1,1
+9940704411422,2,71.44,0.406,0.594,Standard,204,1,0,0,international,0,1,1
+9940559340923,1,98.93,0.294,0.706,Standard,170,1,0,0,international,1,1,0
+9940778218529,3,64.48,0.51,0.49,Standard,246,3,0,0,nakhchivan,0,1,1
+9940559395015,2,50.19,0.726,0.274,Business,210,0,0,0,domestic,0,0,1
+9940517574507,1,109.98,0.716,0.284,Business,194,0,0,1,domestic,0,0,1
+9940504523427,2,54.06,0.696,0.304,Business,364,1,0,1,nakhchivan,0,0,1
+9940507956474,2,44.43,0.018,0.982,Standard,118,1,0,0,nakhchivan,0,1,1
+9940513963361,2,60.36,0.638,0.362,Business,380,0,1,0,domestic,0,0,0
+9940773438358,0,57.65,0.084,0.916,Standard,0,2,0,0,nakhchivan,1,0,0
+9940555059418,2,39.97,0.255,0.745,Standard,134,0,0,1,domestic,1,0,1
+9940779723733,4,26.74,0.488,0.512,Standard,608,2,1,1,international,1,1,0
+9940506111407,2,61.23,0.508,0.492,Standard,362,1,0,1,domestic,0,0,1
+9940504453237,2,12.38,0.701,0.299,Business,188,0,1,0,domestic,0,1,1
+9940775156360,2,47.86,0.54,0.46,Standard,146,1,0,0,domestic,1,0,1
+9940503620946,3,48.51,0.467,0.533,Standard,435,2,0,1,international,1,0,0
+9940506928780,3,59.07,0.765,0.235,Business,360,1,0,0,nakhchivan,0,0,1
+9940554153822,0,64.49,0.642,0.358,Business,0,0,0,0,domestic,0,0,0
+9940775989590,2,46.82,0.458,0.542,Standard,368,0,0,0,domestic,0,1,1
+9940704328363,1,54.03,0.242,0.758,Standard,166,2,0,0,domestic,1,1,0
+9940503886439,0,65.64,0.901,0.099,Business,0,0,0,0,nakhchivan,1,0,1
+9940779732120,2,56.43,0.119,0.881,Standard,158,0,0,0,domestic,0,1,1
+9940774111576,4,39.19,0.842,0.158,Business,624,2,0,1,domestic,1,1,1
+9940771634683,2,61.16,0.39,0.61,Standard,186,0,0,0,nakhchivan,0,0,1
+9940774407334,2,114.18,0.464,0.536,Standard,184,0,0,0,international,1,0,1
+9940515789295,3,63.3,0.388,0.612,Standard,177,2,0,1,domestic,0,0,1
+9940771851757,1,67.31,0.514,0.486,Standard,125,0,0,0,nakhchivan,1,0,0
+9940513751159,1,43.29,0.314,0.686,Standard,197,2,1,0,nakhchivan,0,0,0
+9940772494563,2,47.86,0.428,0.572,Standard,152,2,0,0,nakhchivan,0,1,1
+9940555505834,5,39.35,0.53,0.47,Standard,380,0,0,0,domestic,0,0,0
+9940707508023,3,55.84,0.59,0.41,Standard,597,2,0,0,domestic,1,0,1
+9940709716321,1,81.95,0.295,0.705,Standard,154,2,0,0,nakhchivan,0,1,1
+9940704501870,2,55.59,0.71,0.29,Business,120,1,1,0,domestic,1,0,1
+9940708769326,1,90.66,0.674,0.326,Business,162,3,0,1,domestic,0,0,0
+9940702930850,1,61.31,0.393,0.607,Standard,166,0,0,0,international,1,0,1
+9940708024472,2,34.21,0.398,0.602,Standard,276,0,0,0,domestic,1,1,1
+9940506064051,2,60.6,0.626,0.374,Business,172,2,0,1,domestic,1,1,0
+9940777823558,1,33.95,0.574,0.426,Standard,163,0,0,0,international,1,1,1
+9940557799855,1,36.73,0.365,0.635,Standard,136,3,0,0,domestic,1,0,0
+9940515791890,1,49.61,0.062,0.938,Standard,60,2,0,0,international,1,0,1
+9940553316801,3,113.88,0.454,0.546,Standard,501,1,0,0,domestic,0,1,0
+9940775735656,2,86.21,0.333,0.667,Standard,324,0,0,0,domestic,0,1,0
+9940778441108,1,26.27,0.606,0.394,Business,69,1,0,1,international,0,1,0
+9940779735930,1,57.09,0.731,0.269,Business,85,1,0,1,domestic,0,0,1
+9940559347542,4,93.63,0.849,0.151,Business,520,1,1,1,international,1,1,0
+9940702633203,2,74.63,0.187,0.813,Standard,232,0,1,0,domestic,0,0,1
+9940516376550,0,57.74,0.466,0.534,Standard,0,2,1,0,international,1,1,1
+9940701941354,3,10.0,0.21,0.79,Standard,435,2,0,1,domestic,1,1,0
+9940707020528,2,26.84,0.38,0.62,Standard,192,1,1,0,international,1,1,0
+9940519931020,2,54.25,0.892,0.108,Business,372,0,0,0,international,0,1,1
+9940511473183,0,91.4,0.777,0.223,Business,0,1,1,1,domestic,0,0,0
+9940506909153,4,101.38,0.094,0.906,Standard,604,1,0,0,nakhchivan,1,1,1
+9940509509678,1,43.81,0.769,0.231,Business,130,2,0,0,nakhchivan,0,0,1
+9940558624658,3,86.12,0.418,0.582,Standard,249,2,0,0,domestic,0,0,1
+9940554532362,2,35.61,0.665,0.335,Business,374,0,1,1,nakhchivan,1,0,1
+9940501935297,4,77.33,0.576,0.424,Standard,752,1,0,0,nakhchivan,0,1,1
+9940559315102,1,10.0,0.229,0.771,Standard,71,1,0,0,domestic,1,1,1
+9940709291901,1,28.22,0.731,0.269,Business,77,1,0,0,domestic,1,0,1
+9940516210797,1,26.35,0.627,0.373,Business,127,1,0,0,international,1,0,1
+9940519810051,2,12.52,0.518,0.482,Standard,126,2,0,1,nakhchivan,1,0,1
+9940511041569,2,66.14,0.432,0.568,Standard,112,1,0,1,domestic,1,0,1
+9940556549495,0,31.06,0.357,0.643,Standard,0,0,0,0,nakhchivan,0,0,1
+9940511346877,2,29.42,0.588,0.412,Standard,106,0,1,0,domestic,0,1,1
+9940709421247,3,56.39,0.212,0.788,Standard,543,1,0,0,international,0,1,1
+9940517123768,1,21.17,0.356,0.644,Standard,183,1,0,1,international,1,0,1
+9940559220857,2,21.25,0.492,0.508,Standard,228,1,1,1,domestic,0,0,1
+9940516064011,1,73.31,0.311,0.689,Standard,101,1,0,1,domestic,1,1,1
+9940501749367,2,73.31,0.346,0.654,Standard,266,1,0,1,domestic,0,1,0
+9940701238791,1,92.79,0.617,0.383,Business,178,0,0,0,domestic,1,0,1
+9940514020160,1,91.43,0.439,0.561,Standard,72,1,0,1,nakhchivan,1,1,1
+9940517691138,3,24.71,0.54,0.46,Standard,231,0,0,0,domestic,0,1,1
+9940702359290,1,60.17,0.699,0.301,Business,79,0,0,0,domestic,0,1,1
+9940778669307,3,104.67,0.364,0.636,Standard,240,1,0,1,nakhchivan,0,1,1
+9940703155350,2,82.33,0.136,0.864,Standard,346,1,2,1,international,0,0,1
+9940775467756,1,27.37,0.665,0.335,Business,94,0,1,0,international,0,0,1
+9940772827729,0,74.9,0.239,0.761,Standard,0,0,0,0,domestic,0,1,1
+9940555191816,0,37.72,0.572,0.428,Standard,0,1,0,1,nakhchivan,1,1,1
+9940705069566,1,50.36,0.568,0.432,Standard,87,3,0,1,international,1,0,1
