phone_number,flights_per_month,total_spent,avg_ticket_price,last_flight_days,intl_ratio,business_ratio,delays,cancellations,loyalty_points,baggage_score,checkin_score,satisfaction,travel_type,extra_baggage_tendency,next_booked_flight_days,refund_requests,lounge_visits,domestic_flight_ratio,marketing_consent
+9940702241977,1,883.43,441.72,9,0.299,0.51,1,0,42851,1,1,0,Business,0,5,0,0,0.701,1
+9940556297360,1,110.61,55.3,243,0.859,0.153,0,0,27404,3,1,0,Leisure,0,7,0,0,0.141,1
+9940708116640,3,202.4,50.6,257,0.772,0.101,1,0,27672,3,4,1,Leisure,0,50,0,0,0.228,1
+9940703244943,4,1853.97,370.79,301,0.145,0.839,1,1,22539,3,4,1,Business,0,82,1,0,0.855,1
+9940553435689,2,1675.26,558.42,36,0.322,0.754,0,0,40961,2,5,1,Business,1,37,0,2,0.678,1
+9940515285593,1,50.0,25.0,204,0.711,0.283,2,0,26599,4,1,1,Leisure,1,11,0,0,0.289,1
+9940708963640,3,1236.34,309.08,258,0.326,0.975,0,0,49892,4,1,1,Business,2,67,0,0,0.674,1
+9940503012429,3,292.77,73.19,25,0.252,0.191,2,1,10622,1,4,1,Leisure,1,21,0,0,0.748,1
+9940556971078,1,157.03,78.52,78,0.991,0.247,1,0,23564,3,5,1,Leisure,2,12,0,0,0.009,1
+9940505073324,4,325.43,65.09,317,0.484,0.19,0,0,49363,5,4,1,Leisure,2,56,1,0,0.516,1
+9940702006603,1,114.98,57.49,356,0.348,0.267,0,0,1080,4,5,1,Leisure,2,76,0,0,0.652,0
+9940707397890,3,153.36,38.34,78,0.357,0.199,2,2,43869,3,4,1,Leisure,3,85,0,0,0.643,1
+9940508492762,1,1084.17,542.09,271,0.618,0.856,2,0,44493,4,5,1,Business,2,36,0,0,0.382,1
+9940706180705,6,271.61,38.8,223,0.645,0.181,1,0,21159,5,2,1,Leisure,2,84,0,0,0.355,1
+9940552587207,2,1149.65,383.22,256,0.865,0.825,0,0,12048,4,3,1,Business,1,28,1,0,0.135,1
+9940702401530,0,310.99,310.99,236,0.657,0.102,0,1,45359,5,2,1,Leisure,2,40,0,0,0.343,1
+9940504811458,0,194.85,194.85,80,0.937,0.024,0,0,12829,5,5,1,Leisure,1,62,0,0,0.063,0
+9940505557768,3,230.3,57.57,6,0.574,0.25,1,0,33188,1,4,1,Leisure,3,81,0,0,0.426,1
+9940555969663,2,131.88,43.96,87,0.493,0.238,2,1,16886,1,1,0,Leisure,2,25,0,0,0.507,0
+9940503192903,0,392.6,392.6,118,0.785,0.009,0,0,212,2,2,0,Leisure,1,16,0,0,0.215,1
+9940515506894,0,154.99,154.99,203,0.213,0.218,3,0,48410,1,5,1,Leisure,3,79,0,0,0.787,1
+9940703655710,2,178.7,59.57,148,0.634,0.197,0,0,18894,4,5,1,Leisure,3,6,0,0,0.366,0
+9940507175465,1,220.96,110.48,59,0.4,0.109,1,0,32252,2,4,1,Leisure,2,77,1,0,0.6,1
+9940708168266,1,1173.6,586.8,363,0.134,0.678,3,0,24410,3,4,1,Business,1,40,0,0,0.866,0
+9940506874179,1,773.23,386.62,116,0.318,0.754,1,0,36954,3,2,1,Business,0,-4,1,1,0.682,1
+9940501011226,1,50.0,25.0,165,0.632,0.258,1,0,2682,2,5,1,Leisure,0,64,0,0,0.368,0
+9940559928377,0,1781.84,1781.84,334,0.942,0.841,1,0,6834,3,5,1,Business,3,10,0,1,0.058,0
+9940701213908,2,360.98,120.33,233,0.552,0.113,0,0,45463,4,4,1,Leisure,0,37,0,0,0.448,1
+9940509994796,0,325.24,325.24,166,0.413,0.009,2,0,18816,5,4,1,Leisure,2,64,0,0,0.587,1
+9940511285970,1,214.65,107.33,47,0.895,0.219,0,0,16039,4,1,1,Leisure,1,37,0,0,0.105,0
+9940775648134,1,324.77,162.38,125,0.199,0.127,0,0,12089,5,4,1,Leisure,2,45,0,0,0.801,0
+9940771953738,1,226.21,113.1,358,0.081,0.225,1,2,35647,3,5,1,Leisure,0,12,0,0,0.919,1
+9940551856791,3,224.96,56.24,313,0.323,0.238,1,0,907,2,2,0,Leisure,2,0,0,0,0.677,0
+9940557150562,3,269.82,67.45,134,0.087,0.02,0,0,38215,4,5,1,Leisure,0,13,3,0,0.913,1
+9940517550588,0,254.34,254.34,244,0.42,0.283,0,0,32791,5,3,1,Leisure,1,32,0,0,0.58,0
+9940702064129,0,603.23,603.23,86,0.241,0.94,2,0,31352,1,5,1,Business,1,21,0,1,0.759,1
+9940559789975,2,684.97,228.32,165,0.188,0.848,2,0,532,2,2,0,Business,2,-4,0,1,0.812,1
+9940513884152,1,588.84,294.42,203,0.193,0.951,1,0,8192,1,5,1,Business,0,36,0,1,0.807,1
+9940503864937,0,77.91,77.91,281,0.249,0.105,1,0,43472,1,4,1,Leisure,1,18,0,0,0.751,1
+9940503672795,2,293.1,97.7,142,0.54,0.137,1,0,45818,2,3,1,Leisure,1,72,0,0,0.46,0
+9940775150879,1,108.78,54.39,78,0.002,0.282,2,0,32882,4,4,1,Leisure,2,10,0,0,0.998,0
+9940552600507,4,171.71,34.34,97,0.617,0.032,1,0,3022,4,3,1,Leisure,1,49,0,0,0.383,1
+9940554822991,2,293.63,97.88,39,0.704,0.164,2,0,26616,2,4,1,Leisure,1,73,0,0,0.296,0
+9940552889831,5,330.83,55.14,136,0.715,0.04,0,0,27996,2,3,1,Leisure,2,38,2,0,0.285,1
+9940701462772,1,288.29,144.15,106,0.508,0.067,0,0,22300,4,5,1,Leisure,1,76,1,0,0.492,1
+9940504318630,1,1050.11,525.05,363,0.464,0.67,0,0,39667,5,3,1,Business,0,64,0,0,0.536,1
+9940507050379,2,81.27,27.09,116,0.602,0.084,1,0,21825,5,1,1,Leisure,0,73,3,0,0.398,1
+9940517867807,1,98.29,49.14,243,0.299,0.086,0,0,32317,3,4,1,Leisure,1,24,0,0,0.701,1
+9940554180038,3,65.96,16.49,328,0.115,0.201,1,0,15674,3,3,1,Leisure,2,-5,1,0,0.885,0
+9940703913715,2,94.4,31.47,46,0.508,0.242,0,0,35748,2,4,1,Leisure,0,65,1,0,0.492,1
+9940558087174,0,1284.74,1284.74,353,0.867,0.915,2,1,33525,5,3,1,Business,1,65,0,0,0.133,1
+9940557130694,0,300.55,300.55,215,0.486,0.067,2,0,38043,5,4,1,Leisure,1,81,1,0,0.514,1
+9940778489079,1,300.19,150.1,20,0.28,0.158,3,0,30378,2,4,1,Leisure,0,51,0,0,0.72,0
+9940509154911,1,50.0,25.0,5,0.211,0.273,1,0,40674,2,4,1,Leisure,2,45,1,0,0.789,0
+9940558391076,2,196.37,65.46,325,0.066,0.111,2,0,15715,1,3,0,Leisure,3,59,0,0,0.934,0
+9940559428369,2,172.6,57.53,169,0.925,0.087,1,0,5648,4,2,1,Leisure,2,64,0,0,0.075,1
+9940554749993,0,50.0,50.0,302,0.328,0.028,1,0,47551,3,2,1,Leisure,2,-3,0,0,0.672,1
+9940774552046,3,282.99,70.75,85,0.898,0.063,1,0,42095,2,2,0,Leisure,2,60,1,0,0.102,1
+9940513893910,2,280.2,93.4,69,0.945,0.149,0,1,19066,5,2,1,Leisure,2,13,0,0,0.055,0
+9940773117003,2,139.23,46.41,311,0.445,0.088,0,0,35145,2,4,1,Leisure,3,45,0,0,0.555,1
+9940517739386,1,169.05,84.52,173,0.422,0.178,2,0,36223,4,2,1,Leisure,2,13,1,0,0.578,0
+9940557430060,0,214.55,214.55,34,0.316,0.091,4,0,11788,1,5,1,Leisure,3,37,1,0,0.684,1
+9940558212504,0,241.38,241.38,177,0.638,0.072,1,1,22332,4,3,1,Leisure,2,8,1,0,0.362,1
+9940772506517,0,135.13,135.13,105,0.214,0.193,1,0,4077,1,5,1,Leisure,1,78,0,0,0.786,1
+9940555421316,1,114.09,57.05,76,0.338,0.218,2,0,5590,5,4,1,Leisure,0,48,0,0,0.662,1
+9940512997630,0,91.41,91.41,245,0.294,0.276,0,1,42059,3,5,1,Leisure,0,-5,0,0,0.706,1
+9940509037278,2,1820.83,606.94,140,0.374,0.989,2,0,45438,4,3,1,Business,1,25,1,0,0.626,0
+9940513406700,1,321.96,160.98,105,0.074,0.284,1,0,14321,1,1,0,Leisure,2,0,0,0,0.926,0
+9940772295178,1,90.76,45.38,59,0.529,0.065,0,0,39825,4,2,1,Leisure,3,37,0,0,0.471,1
+9940506128777,1,110.42,55.21,304,0.092,0.159,0,0,25673,1,1,0,Leisure,2,16,0,0,0.908,1
+9940778911618,1,93.94,46.97,204,0.784,0.138,0,0,8856,5,1,1,Leisure,3,62,2,0,0.216,1
+9940559241578,1,51.5,25.75,334,0.42,0.208,0,0,13336,1,5,1,Leisure,3,85,0,0,0.58,1
+9940501864856,0,62.44,62.44,124,0.736,0.633,3,0,21687,2,4,1,Business,0,45,0,1,0.264,0
+9940513933041,1,126.57,63.28,3,0.13,0.039,0,1,47529,5,2,1,Leisure,2,-7,0,0,0.87,1
+9940552381729,1,1556.08,778.04,169,0.579,0.547,1,1,42626,3,1,0,Business,2,37,0,0,0.421,1
+9940513770791,2,166.14,55.38,124,0.191,0.204,1,0,27201,2,5,1,Leisure,3,86,0,0,0.809,1
+9940505804559,3,178.05,44.51,181,0.58,0.215,0,1,36762,5,2,1,Leisure,0,81,1,0,0.42,1
+9940703525145,0,171.1,171.1,177,0.423,0.202,2,0,35312,1,3,0,Leisure,2,44,0,0,0.577,1
+9940701607666,1,236.75,118.37,192,0.647,0.194,2,0,32785,3,2,1,Leisure,3,54,0,0,0.353,1
+9940505590267,2,181.52,60.51,290,0.091,0.048,1,0,48478,4,4,1,Leisure,1,26,0,0,0.909,1
+9940511475263,1,274.54,137.27,67,0.902,0.237,1,0,40810,5,1,1,Leisure,1,59,1,0,0.098,1
+9940513040263,0,315.55,315.55,356,0.482,0.168,2,0,2044,4,2,1,Leisure,1,78,0,0,0.518,1
+9940701004668,1,137.97,68.98,5,0.673,0.02,3,0,15877,4,5,1,Leisure,1,10,3,0,0.327,1
+9940701781394,1,220.42,110.21,193,0.257,0.077,2,0,2921,1,1,0,Leisure,2,83,0,0,0.743,0
+9940704926849,2,50.0,16.67,209,0.723,0.08,2,0,42347,2,1,0,Leisure,1,51,0,0,0.277,1
+9940778656421,0,147.79,147.79,286,0.94,0.04,0,0,3790,4,3,1,Leisure,3,-1,0,0,0.06,0
+9940707971614,2,1110.56,370.19,111,0.957,0.551,1,0,45352,4,2,1,Business,2,43,0,0,0.043,1
+9940511889475,0,180.1,180.1,257,0.797,0.267,1,1,12331,5,2,1,Leisure,1,7,0,0,0.203,1
+9940501313545,1,189.11,94.56,24,0.4,0.135,0,0,2908,3,1,0,Leisure,2,84,0,0,0.6,0
+9940704042785,1,251.66,125.83,160,0.184,0.124,1,0,16094,5,1,1,Leisure,1,83,0,0,0.816,0
+9940776870317,2,558.79,186.26,137,0.266,0.764,2,1,45699,2,5,1,Business,2,64,0,0,0.734,0
+9940777720592,1,50.0,25.0,351,0.752,0.109,2,0,18022,1,4,1,Leisure,1,11,0,0,0.248,1
+9940518408145,2,218.3,72.77,360,0.283,0.095,0,0,48240,4,5,1,Leisure,3,74,0,0,0.717,1
+9940514079842,2,1687.78,562.59,322,0.281,0.902,1,0,42709,5,5,1,Business,0,87,0,0,0.719,1
+9940502512007,1,151.82,75.91,225,0.274,0.026,1,1,19321,1,3,0,Leisure,1,56,0,0,0.726,1
+9940501237131,4,339.6,67.92,16,0.321,0.06,2,0,19197,5,1,1,Leisure,2,43,0,0,0.679,1
+9940552321773,0,50.0,50.0,264,0.545,0.246,2,0,44492,4,4,1,Leisure,2,24,0,0,0.455,0
+9940551586455,3,194.68,48.67,73,0.696,0.169,0,1,29234,3,5,1,Leisure,0,48,0,0,0.304,1
+9940518747207,2,343.9,114.63,308,0.389,0.177,0,0,2717,1,5,1,Leisure,1,57,0,0,0.611,0
+9940513415719,3,207.2,51.8,139,0.386,0.11,1,0,30781,2,4,1,Leisure,2,14,0,0,0.614,1
+9940778408120,1,105.01,52.51,247,0.831,0.147,1,1,34943,3,2,1,Leisure,2,86,0,0,0.169,0
+9940555978429,4,1331.55,266.31,204,0.198,0.784,1,0,10985,2,1,0,Business,3,51,0,1,0.802,1
+9940775850475,2,377.11,125.7,161,0.611,0.125,0,1,23406,4,3,1,Leisure,0,24,0,0,0.389,1
+9940775093139,1,1385.98,692.99,234,0.556,0.598,1,0,16648,2,4,1,Business,1,-2,0,1,0.444,1
+9940518372798,0,795.05,795.05,316,0.46,0.649,2,0,24349,4,1,1,Business,3,9,0,0,0.54,0
+9940511391041,0,353.49,353.49,267,0.902,0.063,0,1,35698,3,4,1,Leisure,2,63,0,0,0.098,1
+9940771834804,1,1564.06,782.03,112,0.012,0.547,0,0,45695,2,2,0,Business,3,23,0,1,0.988,0
+9940704810491,2,50.0,16.67,67,0.803,0.022,5,0,46484,5,1,1,Leisure,1,10,0,0,0.197,1
+9940514550333,2,1116.78,372.26,93,0.408,0.86,1,1,31183,3,3,1,Business,3,68,0,2,0.592,0
+9940705910371,3,382.52,95.63,192,0.824,0.177,1,0,19485,3,5,1,Leisure,1,68,0,0,0.176,1
+9940557640177,2,592.68,197.56,95,0.452,0.847,3,1,44747,2,2,0,Business,2,1,0,0,0.548,1
+9940776287905,1,352.06,176.03,290,0.182,0.079,1,0,25318,4,3,1,Leisure,1,25,1,0,0.818,1
+9940513317067,2,957.94,319.31,128,0.565,0.601,1,1,9043,3,1,0,Business,2,83,1,0,0.435,1
+9940773945623,1,69.11,34.56,73,0.973,0.2,1,0,10165,1,3,0,Leisure,3,4,0,0,0.027,0
+9940777770959,1,313.26,156.63,283,0.108,0.012,1,0,35807,5,1,1,Leisure,0,62,0,0,0.892,1
+9940502813209,0,285.21,285.21,272,0.885,0.1,1,0,26773,3,5,1,Leisure,3,28,1,0,0.115,0
+9940505537606,2,197.39,65.8,40,0.623,0.135,0,0,11724,5,5,1,Leisure,1,51,0,0,0.377,0
+9940555849122,0,286.89,286.89,190,0.822,0.227,0,1,22881,1,2,0,Leisure,2,51,0,0,0.178,1
+9940507752393,0,140.73,140.73,191,0.825,0.232,2,0,8064,1,4,1,Leisure,0,10,0,0,0.175,0
+9940517429189,0,923.49,923.49,139,0.123,0.524,0,1,44950,2,3,1,Business,0,60,0,2,0.877,0
+9940555182116,2,1503.91,501.3,219,0.397,0.764,0,0,43436,1,4,1,Business,3,45,0,0,0.603,0
+9940773782480,1,171.31,85.65,190,0.573,0.115,0,1,48060,1,2,0,Leisure,3,25,1,0,0.427,1
+9940774311138,1,241.67,120.83,339,0.818,0.142,3,0,29564,1,4,1,Leisure,2,-6,0,0,0.182,0
+9940504704311,1,1532.5,766.25,49,0.3,0.92,0,1,18713,4,5,1,Business,2,89,1,1,0.7,1
+9940772972702,3,833.85,208.46,140,0.964,0.931,1,0,7138,3,1,0,Business,0,48,0,0,0.036,0
+9940506628666,1,388.42,194.21,147,0.043,0.121,2,0,28401,1,3,0,Leisure,2,24,1,0,0.957,1
+9940702875413,0,1653.23,1653.23,174,0.572,0.86,2,0,27081,5,4,1,Business,2,22,0,0,0.428,1
+9940776838093,3,215.31,53.83,265,0.649,0.252,1,0,22458,2,4,1,Leisure,3,26,0,0,0.351,0
+9940777763416,2,190.68,63.56,251,0.576,0.117,0,0,32383,3,3,1,Leisure,2,45,1,0,0.424,0
+9940519656545,1,230.73,115.37,344,0.06,0.007,1,0,19425,2,3,1,Leisure,3,84,0,0,0.94,1
+9940772070193,2,1150.42,383.47,61,0.454,0.935,1,0,44867,2,1,0,Business,3,28,1,0,0.546,1
+9940507837580,2,307.97,102.66,94,0.192,0.073,0,1,45843,5,3,1,Leisure,3,73,0,0,0.808,0
+9940551773841,2,231.27,77.09,149,0.544,0.096,2,0,9527,2,1,0,Leisure,2,35,0,0,0.456,1
+9940554035227,2,134.93,44.98,267,0.366,0.138,2,0,1743,5,2,1,Leisure,3,44,0,0,0.634,0
+9940512586622,1,97.32,48.66,12,0.826,0.241,1,0,9368,1,2,0,Leisure,3,47,0,0,0.174,0
+9940502460557,0,123.06,123.06,83,0.064,0.224,1,0,13559,2,3,1,Leisure,0,80,0,0,0.936,1
+9940702578118,1,118.67,59.34,1,0.427,0.167,1,0,36007,2,4,1,Leisure,3,85,1,0,0.573,1
+9940511395443,0,899.65,899.65,23,0.859,1.0,1,0,11171,2,2,0,Business,2,49,0,0,0.141,1
+9940708407967,3,191.74,47.94,155,0.655,0.092,1,0,20087,2,4,1,Leisure,2,88,0,0,0.345,1
+9940551550156,0,239.55,239.55,96,0.176,0.148,0,0,21346,3,3,1,Leisure,2,35,0,0,0.824,1
+9940514586559,1,62.24,31.12,298,0.808,0.021,0,0,35692,2,3,1,Leisure,0,52,0,0,0.192,1
+9940777292462,0,168.41,168.41,41,0.336,0.016,1,0,23892,4,1,1,Leisure,2,77,1,0,0.664,1
+9940509913495,0,1357.82,1357.82,140,0.522,0.788,3,1,9967,2,5,1,Business,1,6,1,0,0.478,1
+9940708683348,3,304.0,76.0,27,0.587,0.225,2,0,41372,4,2,1,Leisure,3,67,0,0,0.413,1
+9940702234901,5,1256.43,209.4,202,0.118,0.881,5,0,31883,2,3,1,Business,3,-3,1,0,0.882,1
+9940519889647,2,356.79,118.93,235,0.661,0.185,2,0,39921,3,3,1,Leisure,3,-1,0,0,0.339,1
+9940516881857,1,344.1,172.05,172,0.684,0.012,0,0,10140,1,3,0,Leisure,3,89,0,0,0.316,1
+9940502616113,0,301.77,301.77,42,0.634,0.187,2,0,47258,4,3,1,Leisure,3,1,1,0,0.366,0
+9940775038565,0,441.54,441.54,157,0.677,0.909,1,0,20934,1,3,0,Business,0,54,0,1,0.323,1
+9940779260938,2,162.17,54.06,310,0.24,0.264,1,1,24649,2,5,1,Leisure,2,55,0,0,0.76,0
+9940514536263,5,120.24,20.04,223,0.23,0.219,2,0,45324,5,2,1,Leisure,0,50,1,0,0.77,1
+9940502652739,1,845.32,422.66,213,0.249,0.704,2,0,31797,1,3,0,Business,1,1,0,1,0.751,0
+9940508875756,1,230.11,115.05,346,0.264,0.132,3,1,11145,4,2,1,Leisure,3,-3,0,0,0.736,1
+9940509576780,0,137.48,137.48,76,0.362,0.216,0,0,34714,5,4,1,Leisure,2,-5,0,0,0.638,1
+9940779780359,1,258.93,129.46,201,0.25,0.279,1,0,10943,4,1,1,Leisure,0,84,0,0,0.75,0
+9940779601390,3,340.96,85.24,113,0.967,0.09,1,1,19592,3,3,1,Leisure,3,65,0,0,0.033,1
+9940508855729,3,289.54,72.38,309,0.084,0.231,1,0,35078,2,2,0,Leisure,2,8,0,0,0.916,0
+9940705090404,2,204.72,68.24,282,0.849,0.206,2,0,34780,2,3,1,Leisure,3,38,0,0,0.151,0
+9940502730705,1,50.0,25.0,122,0.357,0.072,1,1,12005,1,1,0,Leisure,3,45,1,0,0.643,0
+9940516554408,3,50.0,12.5,308,0.608,0.075,0,1,2200,3,3,1,Leisure,1,30,1,0,0.392,0
+9940552987181,0,190.6,190.6,102,0.317,0.064,0,0,27863,3,1,0,Leisure,2,22,0,0,0.683,1
+9940705258398,1,1858.02,929.01,160,0.902,0.655,3,1,1091,3,5,1,Business,2,4,1,0,0.098,0
+9940776904664,0,57.79,57.79,29,0.066,0.093,0,0,28917,2,3,1,Leisure,0,30,0,0,0.934,1
+9940509519217,0,209.59,209.59,162,0.264,0.039,1,0,21039,5,5,1,Leisure,2,-4,0,0,0.736,1
+9940503601751,0,271.14,271.14,213,0.961,0.076,2,0,43201,2,2,0,Leisure,3,25,0,0,0.039,1
+9940513267224,0,193.51,193.51,238,0.358,0.108,1,0,47427,5,2,1,Leisure,3,60,0,0,0.642,1
+9940517612525,1,1331.99,665.99,269,0.251,0.86,1,0,2653,4,1,1,Business,0,18,0,0,0.749,1
+9940771058139,0,51.74,51.74,273,0.297,0.131,1,0,44045,4,3,1,Leisure,3,87,0,0,0.703,1
+9940706097785,2,277.25,92.42,229,0.115,0.095,1,0,46532,2,3,1,Leisure,3,18,1,0,0.885,1
+9940517713244,2,1583.58,527.86,144,0.34,0.872,1,0,30249,5,1,1,Business,0,77,1,0,0.66,0
+9940775958178,1,364.63,182.32,310,0.318,0.168,1,0,33735,4,1,1,Leisure,0,0,0,0,0.682,0
+9940554455594,0,217.71,217.71,115,0.279,0.252,0,1,8864,1,1,0,Leisure,3,48,0,0,0.721,1
+9940558456921,5,1424.34,237.39,77,0.081,0.665,1,0,42912,1,3,0,Business,0,-5,1,0,0.919,0
+9940554339310,0,283.27,283.27,102,0.594,0.17,2,1,530,4,3,1,Leisure,0,37,0,0,0.406,1
+9940507394794,0,163.56,163.56,243,0.687,0.115,1,0,22395,3,2,1,Leisure,0,32,1,0,0.313,1
+9940775177274,1,246.99,123.49,233,0.703,0.159,0,0,48100,3,1,0,Leisure,3,2,0,0,0.297,1
+9940501239199,1,156.16,78.08,181,0.161,0.507,1,0,7101,4,2,1,Business,2,0,0,0,0.839,1
+9940505774648,1,631.36,315.68,330,0.647,0.632,1,1,20743,3,1,0,Business,1,61,0,0,0.353,1
+9940511445132,2,108.86,36.29,116,0.889,0.286,1,0,43140,4,1,1,Leisure,2,26,0,0,0.111,1
+9940519378624,3,151.08,37.77,44,0.978,0.007,0,0,48996,1,2,0,Leisure,0,16,0,0,0.022,1
+9940506414025,0,405.85,405.85,178,0.894,0.101,0,0,20621,5,2,1,Leisure,2,16,0,0,0.106,0
+9940504348290,0,109.62,109.62,106,0.137,0.295,1,1,7555,3,1,0,Leisure,0,40,0,0,0.863,1
+9940705375728,2,370.59,123.53,263,0.954,0.989,1,1,27329,3,4,1,Business,1,41,0,0,0.046,1
+9940776572617,2,177.3,59.1,188,0.324,0.017,1,1,34649,5,5,1,Leisure,1,68,0,0,0.676,0
+9940503341661,0,1130.72,1130.72,325,0.03,0.796,1,0,19797,2,3,1,Business,3,54,0,0,0.97,0
+9940513595544,0,279.14,279.14,274,0.364,0.206,0,0,37085,4,2,1,Leisure,2,59,0,0,0.636,1
+9940554767904,2,149.66,49.89,219,0.307,0.165,0,0,3809,4,4,1,Leisure,0,30,0,0,0.693,0
+9940773327149,0,155.37,155.37,153,0.676,0.28,0,1,7537,3,3,1,Leisure,1,82,0,0,0.324,1
+9940707821192,1,308.31,154.15,242,0.984,0.237,2,0,11013,1,5,1,Leisure,1,37,0,0,0.016,1
+9940701934338,0,986.28,986.28,131,0.727,0.827,0,1,14083,2,4,1,Business,3,73,0,0,0.273,0
+9940558439502,0,222.39,222.39,341,0.678,0.182,0,0,47703,3,5,1,Leisure,0,88,0,0,0.322,1
+9940554136747,0,973.63,973.63,217,0.169,0.643,1,0,30592,4,2,1,Business,3,65,1,0,0.831,0
+9940506051007,1,190.61,95.3,270,0.72,0.151,1,1,29798,5,5,1,Leisure,1,35,0,0,0.28,1
+9940772419800,3,1415.91,353.98,79,0.272,0.782,0,0,40190,1,2,0,Business,1,86,0,0,0.728,0
+9940774468324,1,285.79,142.9,81,0.279,0.223,0,2,25492,2,1,0,Leisure,3,33,1,0,0.721,1
+9940507791372,3,222.2,55.55,174,0.433,0.157,1,0,27789,3,3,1,Leisure,0,-1,1,0,0.567,0
+9940703436270,1,281.38,140.69,280,0.893,0.253,2,0,1944,3,4,1,Leisure,1,48,1,0,0.107,1
+9940502190482,1,211.53,105.77,332,0.217,0.135,0,0,39632,1,4,1,Leisure,2,47,0,0,0.783,1
+9940705697265,0,1945.04,1945.04,47,0.892,0.954,0,2,43831,1,1,0,Business,1,-5,0,0,0.108,1
+9940772462418,4,1092.82,218.56,36,0.496,0.933,2,1,30154,3,4,1,Business,2,76,1,0,0.504,1
+9940503832746,0,337.22,337.22,49,0.069,0.274,1,0,49199,5,4,1,Leisure,1,40,0,0,0.931,1
+9940555054146,0,1658.61,1658.61,36,0.674,0.869,1,0,36731,1,5,1,Business,0,74,0,2,0.326,1
+9940506076855,1,1649.28,824.64,347,0.671,0.705,0,2,3189,5,3,1,Business,3,-3,0,1,0.329,0
+9940556754388,3,378.71,94.68,55,0.966,0.069,2,1,5986,5,4,1,Leisure,3,18,0,0,0.034,1
+9940777089870,4,282.71,56.54,41,0.32,0.042,1,0,36813,4,5,1,Leisure,2,19,0,0,0.68,0
+9940508598582,2,386.56,128.85,116,0.099,0.169,0,0,36403,1,4,1,Leisure,2,71,0,0,0.901,0
+9940511594712,1,261.29,130.65,302,0.444,0.023,0,0,47971,1,2,0,Leisure,1,68,0,0,0.556,1
+9940774260913,2,172.19,57.4,333,0.282,0.295,0,0,18711,2,5,1,Leisure,2,-3,0,0,0.718,1
+9940511009607,0,386.73,386.73,247,0.547,0.051,2,0,46503,3,5,1,Leisure,1,13,0,0,0.453,0
+9940501084984,0,50.0,50.0,216,0.569,0.015,4,2,33221,4,1,1,Leisure,1,10,0,0,0.431,0
+9940552910494,0,1100.49,1100.49,275,0.343,0.526,0,0,32699,2,2,0,Business,2,40,0,1,0.657,0
+9940556383288,0,1051.75,1051.75,34,0.953,0.81,0,0,32309,5,3,1,Business,2,64,0,2,0.047,1
+9940709050602,0,350.62,350.62,205,0.174,0.248,1,0,27136,5,1,1,Leisure,3,60,0,0,0.826,1
+9940517961870,1,97.24,48.62,22,0.217,0.185,0,0,2829,5,2,1,Leisure,0,-1,0,0,0.783,1
+9940776816616,0,169.38,169.38,276,0.385,0.295,0,0,3459,5,4,1,Leisure,1,87,0,0,0.615,1
+9940558003473,0,103.3,103.3,181,0.539,0.12,0,0,25024,5,3,1,Leisure,1,81,0,0,0.461,1
+9940512547642,1,259.22,129.61,348,0.536,0.028,2,0,27161,4,4,1,Leisure,0,55,0,0,0.464,0
+9940778558516,0,181.52,181.52,219,0.706,0.273,2,0,38018,1,3,0,Leisure,1,80,0,0,0.294,0
+9940779012374,0,338.21,338.21,271,0.087,0.172,0,1,43532,4,1,1,Leisure,1,78,0,0,0.913,1
+9940551855489,0,134.1,134.1,23,0.944,0.153,1,0,23154,4,5,1,Leisure,3,80,0,0,0.056,0
+9940505229602,1,81.92,40.96,117,0.055,0.135,1,0,7601,2,2,0,Leisure,0,12,0,0,0.945,0
+9940558470334,2,152.92,50.97,167,0.637,0.056,2,4,32155,1,2,0,Leisure,3,55,1,0,0.363,0
+9940555284825,1,363.79,181.9,326,0.525,0.11,1,2,7659,1,5,1,Leisure,2,0,0,0,0.475,0
+9940508564252,0,1115.12,1115.12,247,0.248,0.821,3,0,20574,4,2,1,Business,3,-6,0,0,0.752,1
+9940709419876,4,315.67,63.13,175,0.378,0.107,3,0,40602,5,3,1,Leisure,0,40,0,0,0.622,1
+9940775271978,1,1144.9,572.45,237,0.491,0.866,0,0,40834,1,3,0,Business,3,85,0,1,0.509,0
+9940501535380,1,980.91,490.45,58,0.054,0.882,2,0,48454,2,3,1,Business,1,48,0,0,0.946,1
+9940704060473,0,940.07,940.07,250,0.361,0.615,1,0,29007,3,4,1,Business,0,83,0,0,0.639,1
+9940502936604,2,62.25,20.75,330,0.416,0.288,1,0,4168,2,1,0,Leisure,0,24,0,0,0.584,0
+9940705267035,2,200.61,66.87,122,0.492,0.035,2,0,44873,3,3,1,Leisure,0,56,0,0,0.508,0
+9940556271941,0,133.49,133.49,151,0.483,0.263,0,1,7616,2,1,0,Leisure,0,62,1,0,0.517,1
+9940505175085,1,207.54,103.77,348,0.974,0.103,0,1,20747,3,3,1,Leisure,2,-2,0,0,0.026,0
+9940772759378,0,1436.46,1436.46,91,0.883,0.556,0,0,19981,2,4,1,Business,1,46,0,0,0.117,1
+9940503710484,2,285.07,95.02,247,0.701,0.035,1,0,32582,1,3,0,Leisure,1,71,0,0,0.299,0
+9940557115742,0,400.62,400.62,233,0.977,0.54,1,1,46864,2,2,0,Business,3,50,1,0,0.023,1
